Australian Bureau of Statistics

"2011 Census - Household Income and Expenditure"
"Family Household Composition (Dwelling) (HCFMD) by Local Government Areas (2011 Boundaries) by Total Household Income (weekly) (HIND) and Rent (weekly) Ranges (RNTRD)"
"Counting: Dwellings, Location on Census Night"

Filters:
"Default Summation","Dwellings, Location on Census Night"

" One family household: Couple family with no children"
"Total Household Income (weekly) (HIND)","Negative Income",,,,,,,,,,,,,,,,,,,,,,"Nil Income",,,,,,,,,,,,,,,,,,,,,,"$1-$199 ($1-$10,399)",,,,,,,,,,,,,,,,,,,,,,"$200-$299 ($10,400-$15,599)",,,,,,,,,,,,,,,,,,,,,,"$300-$399 ($15,600-$20,799)",,,,,,,,,,,,,,,,,,,,,,"$400-$599 ($20,800-$31,199)",,,,,,,,,,,,,,,,,,,,,,"$600-$799 ($31,200-$41,599)",,,,,,,,,,,,,,,,,,,,,,"$800-$999 ($41,600-$51,999)",,,,,,,,,,,,,,,,,,,,,,"$1,000-$1,249 ($52,000-$64,999)",,,,,,,,,,,,,,,,,,,,,,"$1,250-$1,499 ($65,000-$77,999)",,,,,,,,,,,,,,,,,,,,,,"$1,500-$1,999 ($78,000-$103,999)",,,,,,,,,,,,,,,,,,,,,,"$2,000-$2,499 ($104,000-$129,999)",,,,,,,,,,,,,,,,,,,,,,"$2,500-$2,999 ($130,000-$155,999)",,,,,,,,,,,,,,,,,,,,,,"$3,000-$3,499 ($156,000-$181,999)",,,,,,,,,,,,,,,,,,,,,,"$3,500-$3,999 ($182,000-$207,999)",,,,,,,,,,,,,,,,,,,,,,"$4,000-$4,999 ($208,000-$259,999)",,,,,,,,,,,,,,,,,,,,,,"$5,000 or more ($260,000 or more)",,,,,,,,,,,,,,,,,,,,,,"Partial income stated",,,,,,,,,,,,,,,,,,,,,,"All incomes not stated",,,,,,,,,,,,,,,,,,,,,,"Not applicable",,,,,,,,,,,,,,,,,,,,,,"Total",,,,,,,,,,,,,,,,,,,,,,
"Rent (weekly) Ranges (RNTRD)","Nil payments","$1-$74","$75-$99","$100-$124","$125-$149","$150-$174","$175-$199","$200-$224","$225-$249","$250-$274","$275-$299","$300-$324","$325-$349","$350-$374","$375-$399","$400-$424","$425-$449","$450-$549","$550-$649","$650 and over","Not stated","Not applicable","Nil payments","$1-$74","$75-$99","$100-$124","$125-$149","$150-$174","$175-$199","$200-$224","$225-$249","$250-$274","$275-$299","$300-$324","$325-$349","$350-$374","$375-$399","$400-$424","$425-$449","$450-$549","$550-$649","$650 and over","Not stated","Not applicable","Nil payments","$1-$74","$75-$99","$100-$124","$125-$149","$150-$174","$175-$199","$200-$224","$225-$249","$250-$274","$275-$299","$300-$324","$325-$349","$350-$374","$375-$399","$400-$424","$425-$449","$450-$549","$550-$649","$650 and over","Not stated","Not applicable","Nil payments","$1-$74","$75-$99","$100-$124","$125-$149","$150-$174","$175-$199","$200-$224","$225-$249","$250-$274","$275-$299","$300-$324","$325-$349","$350-$374","$375-$399","$400-$424","$425-$449","$450-$549","$550-$649","$650 and over","Not stated","Not applicable","Nil payments","$1-$74","$75-$99","$100-$124","$125-$149","$150-$174","$175-$199","$200-$224","$225-$249","$250-$274","$275-$299","$300-$324","$325-$349","$350-$374","$375-$399","$400-$424","$425-$449","$450-$549","$550-$649","$650 and over","Not stated","Not applicable","Nil payments","$1-$74","$75-$99","$100-$124","$125-$149","$150-$174","$175-$199","$200-$224","$225-$249","$250-$274","$275-$299","$300-$324","$325-$349","$350-$374","$375-$399","$400-$424","$425-$449","$450-$549","$550-$649","$650 and over","Not stated","Not applicable","Nil payments","$1-$74","$75-$99","$100-$124","$125-$149","$150-$174","$175-$199","$200-$224","$225-$249","$250-$274","$275-$299","$300-$324","$325-$349","$350-$374","$375-$399","$400-$424","$425-$449","$450-$549","$550-$649","$650 and over","Not stated","Not applicable","Nil payments","$1-$74","$75-$99","$100-$124","$125-$149","$150-$174","$175-$199","$200-$224","$225-$249","$250-$274","$275-$299","$300-$324","$325-$349","$350-$374","$375-$399","$400-$424","$425-$449","$450-$549","$550-$649","$650 and over","Not stated","Not applicable","Nil payments","$1-$74","$75-$99","$100-$124","$125-$149","$150-$174","$175-$199","$200-$224","$225-$249","$250-$274","$275-$299","$300-$324","$325-$349","$350-$374","$375-$399","$400-$424","$425-$449","$450-$549","$550-$649","$650 and over","Not stated","Not applicable","Nil payments","$1-$74","$75-$99","$100-$124","$125-$149","$150-$174","$175-$199","$200-$224","$225-$249","$250-$274","$275-$299","$300-$324","$325-$349","$350-$374","$375-$399","$400-$424","$425-$449","$450-$549","$550-$649","$650 and over","Not stated","Not applicable","Nil payments","$1-$74","$75-$99","$100-$124","$125-$149","$150-$174","$175-$199","$200-$224","$225-$249","$250-$274","$275-$299","$300-$324","$325-$349","$350-$374","$375-$399","$400-$424","$425-$449","$450-$549","$550-$649","$650 and over","Not stated","Not applicable","Nil payments","$1-$74","$75-$99","$100-$124","$125-$149","$150-$174","$175-$199","$200-$224","$225-$249","$250-$274","$275-$299","$300-$324","$325-$349","$350-$374","$375-$399","$400-$424","$425-$449","$450-$549","$550-$649","$650 and over","Not stated","Not applicable","Nil payments","$1-$74","$75-$99","$100-$124","$125-$149","$150-$174","$175-$199","$200-$224","$225-$249","$250-$274","$275-$299","$300-$324","$325-$349","$350-$374","$375-$399","$400-$424","$425-$449","$450-$549","$550-$649","$650 and over","Not stated","Not applicable","Nil payments","$1-$74","$75-$99","$100-$124","$125-$149","$150-$174","$175-$199","$200-$224","$225-$249","$250-$274","$275-$299","$300-$324","$325-$349","$350-$374","$375-$399","$400-$424","$425-$449","$450-$549","$550-$649","$650 and over","Not stated","Not applicable","Nil payments","$1-$74","$75-$99","$100-$124","$125-$149","$150-$174","$175-$199","$200-$224","$225-$249","$250-$274","$275-$299","$300-$324","$325-$349","$350-$374","$375-$399","$400-$424","$425-$449","$450-$549","$550-$649","$650 and over","Not stated","Not applicable","Nil payments","$1-$74","$75-$99","$100-$124","$125-$149","$150-$174","$175-$199","$200-$224","$225-$249","$250-$274","$275-$299","$300-$324","$325-$349","$350-$374","$375-$399","$400-$424","$425-$449","$450-$549","$550-$649","$650 and over","Not stated","Not applicable","Nil payments","$1-$74","$75-$99","$100-$124","$125-$149","$150-$174","$175-$199","$200-$224","$225-$249","$250-$274","$275-$299","$300-$324","$325-$349","$350-$374","$375-$399","$400-$424","$425-$449","$450-$549","$550-$649","$650 and over","Not stated","Not applicable","Nil payments","$1-$74","$75-$99","$100-$124","$125-$149","$150-$174","$175-$199","$200-$224","$225-$249","$250-$274","$275-$299","$300-$324","$325-$349","$350-$374","$375-$399","$400-$424","$425-$449","$450-$549","$550-$649","$650 and over","Not stated","Not applicable","Nil payments","$1-$74","$75-$99","$100-$124","$125-$149","$150-$174","$175-$199","$200-$224","$225-$249","$250-$274","$275-$299","$300-$324","$325-$349","$350-$374","$375-$399","$400-$424","$425-$449","$450-$549","$550-$649","$650 and over","Not stated","Not applicable","Nil payments","$1-$74","$75-$99","$100-$124","$125-$149","$150-$174","$175-$199","$200-$224","$225-$249","$250-$274","$275-$299","$300-$324","$325-$349","$350-$374","$375-$399","$400-$424","$425-$449","$450-$549","$550-$649","$650 and over","Not stated","Not applicable","Nil payments","$1-$74","$75-$99","$100-$124","$125-$149","$150-$174","$175-$199","$200-$224","$225-$249","$250-$274","$275-$299","$300-$324","$325-$349","$350-$374","$375-$399","$400-$424","$425-$449","$450-$549","$550-$649","$650 and over","Not stated","Not applicable",
"Boyup Brook (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,201,
"Bridgetown-Greenbushes (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,7,10,4,9,9,3,7,0,0,0,0,0,0,0,0,0,0,4,557,
"Brookton (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,99,
"Broome (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,39,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,3,0,7,0,0,0,0,0,0,3,3,3,0,0,0,3,0,3,3,42,4,6,0,5,4,0,0,5,0,0,3,8,0,5,0,10,5,8,8,3,5,46,8,4,3,3,9,3,5,5,0,4,3,3,0,6,3,3,3,11,15,14,3,85,4,3,0,3,7,17,5,3,0,0,0,0,0,0,0,3,0,12,8,20,3,54,5,0,4,0,3,3,5,7,3,0,0,0,0,0,0,0,0,3,4,14,4,62,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3,3,17,3,0,0,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,24,3,0,0,0,3,7,4,8,0,3,0,3,0,3,0,4,0,10,9,12,3,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,23,22,26,29,39,31,37,7,14,7,21,3,23,13,27,11,48,52,82,28,581,
"Broomehill-Tambellup (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,93,
"Bruce Rock (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,
"Bunbury (C)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,3,4,15,19,6,5,11,6,9,4,0,0,0,0,0,0,0,0,0,0,354,3,0,0,0,3,8,7,9,9,11,5,6,0,3,0,0,0,0,0,0,0,271,4,0,0,0,5,0,4,7,6,8,4,4,3,0,0,0,0,0,0,0,0,250,3,0,0,0,0,0,5,9,5,16,13,11,0,3,0,0,0,0,0,0,3,161,0,0,0,0,0,0,0,8,8,8,10,13,0,0,3,0,0,0,0,0,3,189,0,0,3,3,0,0,3,5,13,21,17,25,10,4,3,0,0,3,0,0,6,288,5,0,0,0,0,0,0,10,10,15,13,22,7,11,0,4,0,3,0,3,0,282,3,0,0,0,0,0,0,0,5,7,5,6,8,3,0,3,0,4,0,4,0,191,0,0,0,0,0,0,0,0,4,5,5,9,0,4,4,3,0,3,3,0,0,182,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,50,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,49,3,0,0,0,3,0,0,3,11,7,0,6,3,6,0,0,0,3,3,0,0,214,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,7,10,28,40,30,32,63,71,111,86,116,35,45,19,14,3,24,10,11,25,2705,
"Busselton (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4,0,0,24,16,10,0,4,6,10,4,6,3,3,0,0,0,0,0,0,0,399,8,0,0,0,5,6,3,7,8,5,5,13,3,5,0,0,0,0,0,0,3,322,6,0,0,5,9,7,3,4,3,12,5,13,0,0,0,0,0,0,0,0,0,357,3,0,0,3,0,0,0,0,0,8,12,5,4,8,0,0,0,0,0,0,0,201,0,0,0,3,0,0,0,6,8,6,16,22,11,7,3,0,0,0,0,0,0,210,7,0,0,4,0,3,3,4,3,13,23,18,4,13,8,0,0,0,0,0,5,285,5,0,0,0,0,0,0,4,4,13,13,14,9,11,5,3,0,5,0,0,0,241,3,0,0,0,0,0,0,0,0,7,4,5,3,11,7,3,0,3,0,0,0,116,0,0,0,0,0,0,0,0,0,4,0,4,3,3,3,3,0,0,0,0,0,136,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3,0,0,3,3,3,0,4,4,7,6,9,7,4,3,0,0,3,0,0,5,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,5,0,45,34,34,21,34,34,87,94,107,48,76,32,14,3,12,3,4,15,2766,
"Cambridge (T)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,3,0,0,0,84,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,3,5,3,0,6,0,0,0,3,0,0,0,0,0,153,0,0,0,0,0,0,0,5,3,0,5,3,4,0,0,0,0,3,0,0,0,93,0,0,0,0,0,0,0,0,0,3,0,3,0,4,3,0,0,3,0,0,0,124,3,0,0,0,0,0,0,0,7,6,3,5,3,7,4,0,0,9,0,4,0,154,0,0,0,0,0,0,0,0,3,3,4,11,4,11,5,6,3,13,0,3,0,149,0,0,0,0,0,0,0,0,0,3,0,8,4,10,0,3,0,3,6,7,0,175,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,4,0,12,6,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,0,6,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,8,0,169,5,0,0,0,0,0,0,3,4,0,0,4,3,6,3,4,0,11,3,4,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,4,3,8,21,25,35,13,52,27,38,13,34,11,81,29,35,3,1848,
"Canning (C)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,3,0,3,3,0,0,44,3,0,0,6,4,0,3,0,0,0,3,0,0,3,0,5,0,0,0,0,6,86,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,16,0,0,0,3,0,0,0,3,0,3,0,0,0,5,3,0,0,3,0,0,0,39,12,3,3,28,18,11,5,9,0,7,4,4,3,9,3,4,0,0,0,0,7,616,8,0,5,9,0,11,5,7,0,6,3,17,11,7,5,3,3,5,0,0,0,574,3,0,0,6,3,3,4,7,7,8,8,12,12,15,3,5,3,0,0,0,0,554,4,0,0,4,3,3,4,0,0,3,6,25,13,27,8,16,0,6,0,0,0,382,0,0,0,0,0,0,0,3,0,8,11,26,15,20,21,21,6,8,0,0,7,356,6,0,0,0,0,0,0,4,4,12,15,33,21,50,21,29,6,18,5,0,4,597,6,0,0,4,0,4,0,6,5,18,11,16,17,45,23,23,9,14,0,0,3,669,0,0,0,0,0,0,0,0,0,3,3,12,6,27,9,22,4,8,3,3,0,513,3,0,0,0,0,0,0,0,0,0,0,8,4,9,13,5,3,8,3,0,3,419,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,3,0,3,0,156,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,3,3,0,0,3,112,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,3,3,0,109,5,0,0,0,4,3,0,3,0,3,3,7,13,24,18,9,3,16,0,3,3,426,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,6,10,63,41,49,22,49,22,79,79,171,125,260,132,152,48,94,17,18,50,5767,
