            Australian Bureau of Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Estimates of Personal Income for Small Areas, 2011-16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Released at 11:30 am (Canberra time) Tuesday 19 June 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Table 5 ESTIMATES OF PERSONAL INCOME, Total Income, 2011-16 Local Government Area (a)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Earners (persons),,,,,,Median age of earners (years),,,,,,Income ($),,,,,,Median ($),,,,,,Mean ($),,,,,,,,,
LGA,LGA NAME,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,,,,
26170,South Gippsland (S)," 15,480 "," 15,763 "," 15,521 "," 15,551 "," 15,749 "," 15,674 ", 47 , 48 , 48 , 48 , 49 , 49 ," 641,000,000 "," 669,000,000 "," 636,000,000 "," 703,000,000 "," 732,000,000 "," 734,000,000 "," 34,009 "," 34,952 "," 33,587 "," 36,052 "," 37,184 "," 36,585 "," 41,409 "," 42,437 "," 40,966 "," 45,180 "," 46,452 "," 46,816 ",,,,
26260,Southern Grampians (S)," 9,597 "," 9,613 "," 9,536 "," 9,470 "," 9,460 "," 9,585 ", 47 , 47 , 48 , 48 , 48 , 48 ," 422,000,000 "," 427,000,000 "," 390,000,000 "," 409,000,000 "," 432,000,000 "," 446,000,000 "," 36,429 "," 37,447 "," 35,183 "," 36,661 "," 38,689 "," 39,234 "," 43,965 "," 44,443 "," 40,876 "," 43,157 "," 45,693 "," 46,544 ",,,,
26350,Stonnington (C)," 61,226 "," 63,021 "," 64,777 "," 66,787 "," 69,428 "," 71,099 ", 39 , 39 , 39 , 39 , 38 , 38 ," 5,730,000,000 "," 5,950,000,000 "," 6,190,000,000 "," 6,780,000,000 "," 7,230,000,000 "," 7,410,000,000 "," 52,511 "," 55,009 "," 57,250 "," 58,433 "," 60,459 "," 60,483 "," 93,575 "," 94,462 "," 95,625 "," 101,581 "," 104,170 "," 104,250 ",,,,
26430,Strathbogie (S)," 5,314 "," 5,383 "," 5,353 "," 5,484 "," 5,632 "," 5,653 ", 50 , 50 , 51 , 51 , 51 , 51 ," 200,000,000 "," 212,000,000 "," 215,000,000 "," 231,000,000 "," 247,000,000 "," 248,000,000 "," 32,469 "," 33,889 "," 35,131 "," 36,045 "," 37,240 "," 37,823 "," 37,725 "," 39,320 "," 40,192 "," 42,183 "," 43,882 "," 43,854 ",,,,
26490,Surf Coast (S)," 15,858 "," 16,383 "," 16,805 "," 17,361 "," 18,128 "," 18,325 ", 45 , 45 , 45 , 45 , 46 , 46 ," 795,000,000 "," 867,000,000 "," 908,000,000 "," 975,000,000 "," 1,060,000,000 "," 1,090,000,000 "," 37,338 "," 39,374 "," 39,874 "," 41,345 "," 42,988 "," 44,866 "," 50,129 "," 52,925 "," 54,033 "," 56,137 "," 58,605 "," 59,670 ",,,,
26610,Swan Hill (RC)," 11,376 "," 11,463 "," 11,339 "," 11,444 "," 11,474 "," 11,248 ", 43 , 43 , 44 , 44 , 44 , 44 ," 460,000,000 "," 493,000,000 "," 511,000,000 "," 523,000,000 "," 529,000,000 "," 532,000,000 "," 34,258 "," 36,386 "," 37,859 "," 38,874 "," 40,180 "," 40,592 "," 40,468 "," 43,000 "," 45,067 "," 45,717 "," 46,141 "," 47,292 ",,,,
26670,Towong (S)," 3,331 "," 3,423 "," 3,456 "," 3,499 "," 3,533 "," 3,502 ", 49 , 50 , 50 , 50 , 51 , 51 ," 135,000,000 "," 146,000,000 "," 143,000,000 "," 155,000,000 "," 164,000,000 "," 169,000,000 "," 34,124 "," 36,272 "," 34,232 "," 37,417 "," 39,516 "," 39,569 "," 40,653 "," 42,774 "," 41,415 "," 44,236 "," 46,529 "," 48,237 ",,,,
26700,Wangaratta (RC)," 15,649 "," 15,672 "," 15,693 "," 15,845 "," 16,002 "," 15,937 ", 46 , 46 , 47 , 47 , 47 , 47 ," 630,000,000 "," 663,000,000 "," 690,000,000 "," 734,000,000 "," 766,000,000 "," 770,000,000 "," 34,613 "," 36,462 "," 37,286 "," 39,255 "," 40,796 "," 41,643 "," 40,242 "," 42,312 "," 43,978 "," 46,304 "," 47,859 "," 48,333 ",,,,
26730,Warrnambool (C)," 18,443 "," 18,454 "," 18,438 "," 18,707 "," 19,397 "," 19,798 ", 43 , 43 , 43 , 44 , 43 , 43 ," 829,000,000 "," 862,000,000 "," 879,000,000 "," 922,000,000 "," 981,000,000 "," 1,010,000,000 "," 38,339 "," 39,554 "," 40,791 "," 41,638 "," 42,180 "," 43,111 "," 44,969 "," 46,702 "," 47,698 "," 49,267 "," 50,559 "," 50,920 ",,,,
26810,Wellington (S)," 21,956 "," 22,048 "," 21,904 "," 22,023 "," 22,643 "," 22,665 ", 46 , 46 , 46 , 46 , 46 , 46 ," 1,010,000,000 "," 1,080,000,000 "," 1,080,000,000 "," 1,180,000,000 "," 1,250,000,000 "," 1,220,000,000 "," 36,244 "," 38,222 "," 38,143 "," 40,681 "," 41,916 "," 41,724 "," 46,003 "," 48,786 "," 49,516 "," 53,419 "," 55,236 "," 53,614 ",,,,
26890,West Wimmera (S)," 2,429 "," 2,406 "," 2,384 "," 2,345 "," 2,369 "," 2,294 ", 49 , 49 , 50 , 50 , 50 , 50 ," 101,000,000 "," 97,023,076 "," 101,000,000 "," 106,000,000 "," 103,000,000 "," 91,355,630 "," 34,748 "," 35,345 "," 35,205 "," 36,351 "," 36,820 "," 35,140 "," 41,389 "," 40,325 "," 42,467 "," 45,335 "," 43,504 "," 39,824 ",,,,
26980,Whitehorse (C)," 86,950 "," 87,773 "," 88,699 "," 89,922 "," 92,299 "," 92,588 ", 43 , 43 , 44 , 44 , 44 , 44 ," 4,600,000,000 "," 4,840,000,000 "," 5,050,000,000 "," 5,260,000,000 "," 5,490,000,000 "," 5,620,000,000 "," 40,480 "," 41,926 "," 43,563 "," 44,484 "," 45,028 "," 45,726 "," 52,893 "," 55,161 "," 56,919 "," 58,511 "," 59,529 "," 60,652 ",,,,
27070,Whittlesea (C)," 80,960 "," 85,106 "," 88,690 "," 92,605 "," 97,782 "," 102,180 ", 38 , 38 , 39 , 39 , 39 , 39 ," 3,670,000,000 "," 4,010,000,000 "," 4,340,000,000 "," 4,600,000,000 "," 4,960,000,000 "," 5,310,000,000 "," 40,656 "," 42,263 "," 43,779 "," 44,609 "," 45,287 "," 46,482 "," 45,275 "," 47,066 "," 48,945 "," 49,646 "," 50,768 "," 51,987 ",,,,
27170,Wodonga (C)," 19,792 "," 20,083 "," 20,420 "," 20,763 "," 21,448 "," 21,530 ", 41 , 41 , 42 , 42 , 42 , 42 ," 887,000,000 "," 941,000,000 "," 990,000,000 "," 1,050,000,000 "," 1,120,000,000 "," 1,140,000,000 "," 40,359 "," 41,912 "," 43,881 "," 45,288 "," 46,643 "," 47,461 "," 44,817 "," 46,834 "," 48,500 "," 50,598 "," 52,163 "," 52,837 ",,,,
27260,Wyndham (C)," 86,208 "," 92,449 "," 97,264 "," 102,177 "," 109,021 "," 114,369 ", 37 , 37 , 37 , 38 , 37 , 37 ," 4,260,000,000 "," 4,730,000,000 "," 5,150,000,000 "," 5,470,000,000 "," 5,930,000,000 "," 6,320,000,000 "," 44,534 "," 45,856 "," 47,073 "," 47,607 "," 48,103 "," 48,741 "," 49,438 "," 51,210 "," 52,959 "," 53,560 "," 54,413 "," 55,243 ",,,,
27350,Yarra (C)," 46,341 "," 47,913 "," 49,705 "," 52,446 "," 55,238 "," 56,374 ", 35 , 35 , 35 , 35 , 35 , 35 ," 3,100,000,000 "," 3,360,000,000 "," 3,590,000,000 "," 3,920,000,000 "," 4,220,000,000 "," 4,420,000,000 "," 50,269 "," 52,812 "," 54,499 "," 55,750 "," 57,519 "," 59,284 "," 66,791 "," 70,088 "," 72,223 "," 74,649 "," 76,355 "," 78,435 ",,,,
27450,Yarra Ranges (S)," 83,663 "," 84,092 "," 83,969 "," 84,928 "," 87,236 "," 87,808 ", 43 , 44 , 44 , 44 , 44 , 44 ," 3,940,000,000 "," 4,120,000,000 "," 4,270,000,000 "," 4,420,000,000 "," 4,670,000,000 "," 4,840,000,000 "," 39,306 "," 41,213 "," 42,399 "," 43,546 "," 44,946 "," 46,383 "," 47,035 "," 48,996 "," 50,799 "," 52,049 "," 53,526 "," 55,154 ",,,,
27630,Yarriambiack (S)," 3,826 "," 3,835 "," 3,792 "," 3,770 "," 3,682 "," 3,453 ", 49 , 50 , 50 , 50 , 51 , 51 ," 189,000,000 "," 177,000,000 "," 200,000,000 "," 201,000,000 "," 148,000,000 "," 133,000,000 "," 37,403 "," 36,937 "," 40,182 "," 41,283 "," 34,838 "," 33,658 "," 49,430 "," 46,159 "," 52,735 "," 53,316 "," 40,262 "," 38,391 ",,,,
29399,Unincorporated Vic, 311 , 300 , 309 , 307 , 327 , 337 , 36 , 34 , 35 , 32 , 33 , 33 ," 8,746,873 "," 8,741,081 "," 9,530,731 "," 8,676,442 "," 10,502,497 "," 10,973,970 "," 21,338 "," 22,967 "," 20,614 "," 19,077 "," 21,535 "," 20,329 "," 28,125 "," 29,137 "," 30,844 "," 28,262 "," 32,118 "," 32,564 ",,,,
30250,Aurukun (S), 203 , 281 , 130 , 218 , 271 , 202 , 40 , 41 , 39 , 41 , 39 , 41 ," 5,819,745 "," 7,838,542 "," 5,559,781 "," 6,864,676 "," 9,275,222 "," 8,027,665 "," 19,281 "," 19,851 "," 34,774 "," 24,554 "," 25,864 "," 27,998 "," 28,669 "," 27,895 "," 42,768 "," 31,489 "," 34,226 "," 39,741 ",,,,
30300,Balonne (S)," 2,687 "," 2,706 "," 2,782 "," 2,689 "," 2,667 "," 2,529 ", 41 , 42 , 42 , 43 , 43 , 43 ," 124,000,000 "," 130,000,000 "," 145,000,000 "," 116,000,000 "," 124,000,000 "," 139,000,000 "," 36,525 "," 38,228 "," 40,166 "," 38,395 "," 39,330 "," 43,037 "," 46,163 "," 47,969 "," 51,952 "," 43,274 "," 46,517 "," 54,963 ",,,,
30370,Banana (S)," 8,417 "," 8,597 "," 8,733 "," 8,620 "," 8,584 "," 8,421 ", 42 , 42 , 42 , 43 , 43 , 43 ," 429,000,000 "," 480,000,000 "," 499,000,000 "," 505,000,000 "," 517,000,000 "," 535,000,000 "," 39,997 "," 44,094 "," 45,512 "," 45,740 "," 47,559 "," 48,993 "," 50,916 "," 55,859 "," 57,145 "," 58,642 "," 60,280 "," 63,532 ",,,,
30410,Barcaldine (R)," 1,774 "," 1,833 "," 1,805 "," 1,769 "," 1,756 "," 1,467 ", 44 , 44 , 44 , 45 , 46 , 46 ," 74,298,565 "," 79,347,411 "," 78,867,429 "," 73,874,064 "," 84,387,382 "," 79,162,464 "," 37,739 "," 38,068 "," 39,958 "," 39,688 "," 42,019 "," 44,922 "," 41,882 "," 43,288 "," 43,694 "," 41,760 "," 48,057 "," 53,962 ",,,,
30450,Barcoo (S), 176 , 185 , 178 , 174 , 160 , 169 , 45 , 44 , 46 , 47 , 48 , 46 ," 7,638,504 "," 7,407,744 "," 7,397,807 "," 5,515,333 "," 8,386,206 "," 8,388,501 "," 39,526 "," 40,405 "," 42,866 "," 39,033 "," 42,368 "," 45,006 "," 43,401 "," 40,042 "," 41,561 "," 31,697 "," 52,414 "," 49,636 ",,,,
30760,Blackall-Tambo (R)," 1,143 "," 1,157 "," 1,173 "," 1,149 "," 1,072 ", 976 , 44 , 44 , 44 , 45 , 47 , 47 ," 45,221,805 "," 49,248,922 "," 47,949,151 "," 47,072,792 "," 50,985,725 "," 46,722,552 "," 33,943 "," 37,292 "," 37,480 "," 37,976 "," 40,879 "," 41,704 "," 39,564 "," 42,566 "," 40,877 "," 40,968 "," 47,561 "," 47,871 ",,,,
30900,Boulia (S), 210 , 206 , 187 , 195 , 208 , 138 , 41 , 40 , 40 , 41 , 42 , 41 ," 10,215,787 "," 11,535,612 "," 10,336,890 "," 9,969,210 "," 10,786,577 "," 7,275,247 "," 36,491 "," 49,505 "," 46,264 "," 45,168 "," 45,264 "," 47,844 "," 48,647 "," 55,998 "," 55,277 "," 51,124 "," 51,859 "," 52,719 ",,,,
31000,Brisbane (C)," 622,348 "," 635,354 "," 644,543 "," 654,995 "," 677,764 "," 694,102 ", 39 , 39 , 40 , 40 , 40 , 39 ," 36,200,000,000 "," 39,700,000,000 "," 42,100,000,000 "," 43,800,000,000 "," 46,100,000,000 "," 47,600,000,000 "," 44,327 "," 47,187 "," 49,095 "," 50,120 "," 51,086 "," 51,708 "," 58,230 "," 62,534 "," 65,246 "," 66,884 "," 68,058 "," 68,622 ",,,,
31750,Bulloo (S), 148 , 146 , 168 , 168 , 169 , 151 , 39 , 42 , 41 , 41 , 43 , 40 ," 7,008,547 "," 7,590,457 "," 9,009,026 "," 9,614,096 "," 9,844,605 "," 8,619,461 "," 47,654 "," 51,801 "," 51,531 "," 56,946 "," 55,088 "," 61,568 "," 47,355 "," 51,989 "," 53,625 "," 57,227 "," 58,252 "," 57,083 ",,,,
31820,Bundaberg (R)," 44,202 "," 44,227 "," 44,278 "," 44,473 "," 45,035 "," 44,748 ", 44 , 45 , 45 , 45 , 45 , 45 ," 1,780,000,000 "," 1,950,000,000 "," 2,050,000,000 "," 2,070,000,000 "," 2,140,000,000 "," 2,150,000,000 "," 32,997 "," 35,649 "," 37,641 "," 37,991 "," 38,270 "," 38,891 "," 40,171 "," 44,050 "," 46,218 "," 46,634 "," 47,577 "," 48,083 ",,,,
31900,Burdekin (S)," 9,805 "," 9,999 "," 9,994 "," 10,039 "," 10,053 "," 9,957 ", 44 , 44 , 44 , 44 , 45 , 45 ," 449,000,000 "," 542,000,000 "," 514,000,000 "," 501,000,000 "," 526,000,000 "," 526,000,000 "," 38,932 "," 44,024 "," 43,677 "," 41,924 "," 43,238 "," 44,127 "," 45,821 "," 54,160 "," 51,401 "," 49,892 "," 52,291 "," 52,833 ",,,,
31950,Burke (S), 133 , 153 , 147 , 158 , 169 , 128 , 38 , 39 , 40 , 39 , 39 , 43 ," 6,288,090 "," 7,499,109 "," 7,567,771 "," 7,931,869 "," 8,142,602 "," 5,949,288 "," 42,298 "," 43,089 "," 48,406 "," 41,600 "," 41,621 "," 39,551 "," 47,279 "," 49,014 "," 51,481 "," 50,202 "," 48,181 "," 46,479 ",,,,
32080,Cairns (R)," 82,303 "," 84,170 "," 85,672 "," 86,993 "," 89,151 "," 90,054 ", 41 , 41 , 41 , 42 , 42 , 42 ," 3,910,000,000 "," 4,280,000,000 "," 4,560,000,000 "," 4,710,000,000 "," 4,900,000,000 "," 5,030,000,000 "," 39,999 "," 42,394 "," 43,714 "," 44,387 "," 45,155 "," 46,190 "," 47,552 "," 50,814 "," 53,215 "," 54,088 "," 54,959 "," 55,843 ",,,,
32250,Carpentaria (S), 867 , 901 , 920 , 944 , 945 , 969 , 43 , 43 , 43 , 42 , 42 , 42 ," 37,629,986 "," 43,388,549 "," 45,961,244 "," 48,261,705 "," 48,814,378 "," 50,922,696 "," 38,483 "," 41,500 "," 44,034 "," 43,628 "," 43,378 "," 44,801 "," 43,403 "," 48,156 "," 49,958 "," 51,125 "," 51,655 "," 52,552 ",,,,
32260,Cassowary Coast (R)," 15,380 "," 16,031 "," 16,115 "," 16,079 "," 16,316 "," 15,907 ", 45 , 44 , 44 , 45 , 45 , 45 ," 592,000,000 "," 659,000,000 "," 687,000,000 "," 702,000,000 "," 735,000,000 "," 721,000,000 "," 33,060 "," 34,729 "," 35,151 "," 36,374 "," 37,560 "," 38,181 "," 38,511 "," 41,110 "," 42,612 "," 43,681 "," 45,046 "," 45,307 ",,,,
32270,Central Highlands (R) (Qld)," 15,681 "," 16,795 "," 16,661 "," 16,081 "," 15,829 "," 14,828 ", 38 , 37 , 38 , 39 , 39 , 39 ," 984,000,000 "," 1,130,000,000 "," 1,200,000,000 "," 1,130,000,000 "," 1,160,000,000 "," 1,080,000,000 "," 50,429 "," 54,232 "," 56,777 "," 54,868 "," 55,665 "," 55,371 "," 62,772 "," 67,551 "," 71,800 "," 69,988 "," 73,559 "," 72,718 ",,,,
32310,Charters Towers (R)," 5,786 "," 5,856 "," 5,811 "," 5,736 "," 5,734 "," 5,344 ", 43 , 43 , 43 , 43 , 44 , 44 ," 267,000,000 "," 296,000,000 "," 298,000,000 "," 283,000,000 "," 301,000,000 "," 280,000,000 "," 38,622 "," 41,999 "," 42,574 "," 41,608 "," 42,954 "," 43,194 "," 46,190 "," 50,584 "," 51,200 "," 49,334 "," 52,427 "," 52,304 ",,,,
32330,Cherbourg (S), 222 , 229 , 192 , 183 , 180 , 165 , 40 , 39 , 41 , 40 , 41 , 42 ," 6,574,647 "," 7,466,723 "," 7,283,399 "," 6,943,511 "," 6,966,072 "," 6,362,472 "," 28,071 "," 28,174 "," 35,845 "," 36,467 "," 37,380 "," 37,755 "," 29,616 "," 32,606 "," 37,934 "," 37,943 "," 38,700 "," 38,560 ",,,,
32450,Cloncurry (S)," 1,534 "," 1,580 "," 1,616 "," 1,632 "," 1,671 "," 1,597 ", 39 , 39 , 39 , 39 , 39 , 39 ," 91,570,873 "," 103,000,000 "," 110,000,000 "," 107,000,000 "," 113,000,000 "," 112,000,000 "," 48,781 "," 53,665 "," 57,016 "," 56,963 "," 56,973 "," 59,778 "," 59,694 "," 65,494 "," 68,146 "," 65,288 "," 67,872 "," 70,020 ",,,,
32500,Cook (S)," 1,656 "," 1,683 "," 1,755 "," 1,895 "," 1,962 "," 2,016 ", 45 , 44 , 45 , 44 , 44 , 44 ," 87,962,654 "," 69,764,450 "," 77,735,470 "," 82,675,307 "," 94,806,825 "," 94,340,805 "," 33,527 "," 33,696 "," 34,479 "," 35,153 "," 37,741 "," 37,862 "," 53,118 "," 41,452 "," 44,294 "," 43,628 "," 48,322 "," 46,796 ",,,,
32600,Croydon (S), 126 , 145 , 147 , 148 , 129 , 138 , 41 , 41 , 42 , 43 , 43 , 40 ," 4,384,942 "," 4,253,013 "," 5,235,245 "," 4,741,442 "," 6,510,568 "," 5,947,659 "," 31,150 "," 25,931 "," 30,590 "," 33,310 "," 38,354 "," 36,327 "," 34,801 "," 29,331 "," 35,614 "," 32,037 "," 50,470 "," 43,099 ",,,,
32750,Diamantina (S), 136 , 142 , 163 , 159 , 155 , 112 , 36 , 33 , 38 , 38 , 39 , 39 ," 6,568,569 "," 7,597,106 "," 9,193,710 "," 8,757,731 "," 8,962,687 "," 7,442,186 "," 42,782 "," 46,700 "," 48,545 "," 46,346 "," 50,347 "," 55,041 "," 48,298 "," 53,501 "," 56,403 "," 55,080 "," 57,824 "," 66,448 ",,,,
32770,Doomadgee (S), 270 , 257 , 274 , 323 , 352 , 340 , 35 , 37 , 38 , 38 , 38 , 38 ," 9,125,269 "," 10,051,898 "," 10,900,380 "," 12,586,047 "," 14,046,964 "," 12,789,336 "," 26,622 "," 30,777 "," 31,820 "," 31,811 "," 29,197 "," 27,698 "," 33,797 "," 39,112 "," 39,782 "," 38,966 "," 39,906 "," 37,616 ",,,,
32810,Douglas (S)," 6,522 "," 6,594 "," 6,806 "," 6,910 "," 7,124 "," 7,111 ", 42 , 43 , 43 , 44 , 44 , 44 ," 250,000,000 "," 267,000,000 "," 293,000,000 "," 309,000,000 "," 321,000,000 "," 322,000,000 "," 32,667 "," 34,205 "," 35,433 "," 37,107 "," 37,109 "," 37,846 "," 38,256 "," 40,561 "," 43,043 "," 44,653 "," 45,066 "," 45,320 ",,,,
33100,Etheridge (S), 467 , 463 , 463 , 460 , 458 , 409 , 43 , 43 , 45 , 45 , 46 , 47 ," 16,103,329 "," 13,896,066 "," 7,604,026 "," 5,969,215 "," 11,650,451 "," 5,780,810 "," 27,195 "," 27,630 "," 28,085 "," 26,952 "," 31,499 "," 32,184 "," 34,483 "," 30,013 "," 16,423 "," 12,977 "," 25,438 "," 14,134 ",,,,
33200,Flinders (S) (Qld), 972 , 993 ," 1,010 ", 988 , 954 , 961 , 44 , 44 , 45 , 46 , 46 , 46 ," 45,845,895 "," 46,254,370 "," 45,690,556 "," 38,663,148 "," 41,824,793 "," 45,102,964 "," 37,908 "," 39,777 "," 40,363 "," 36,846 "," 38,107 "," 40,217 "," 47,167 "," 46,580 "," 45,238 "," 39,133 "," 43,842 "," 46,933 ",,,,
33220,Fraser Coast (R)," 43,172 "," 43,014 "," 43,118 "," 43,175 "," 44,216 "," 44,317 ", 46 , 47 , 47 , 47 , 47 , 47 ," 1,690,000,000 "," 1,840,000,000 "," 1,940,000,000 "," 2,000,000,000 "," 2,050,000,000 "," 2,090,000,000 "," 32,589 "," 35,173 "," 36,934 "," 37,878 "," 37,735 "," 38,664 "," 39,149 "," 42,829 "," 45,018 "," 46,240 "," 46,390 "," 47,076 ",,,,
33360,Gladstone (R)," 31,764 "," 33,849 "," 35,223 "," 34,768 "," 36,176 "," 33,589 ", 41 , 40 , 40 , 41 , 41 , 42 ," 1,900,000,000 "," 2,330,000,000 "," 2,690,000,000 "," 2,740,000,000 "," 3,030,000,000 "," 2,590,000,000 "," 49,394 "," 56,538 "," 61,903 "," 60,551 "," 63,950 "," 57,896 "," 59,815 "," 68,938 "," 76,487 "," 78,942 "," 83,860 "," 76,985 ",,,,
33430,Gold Coast (C)," 280,412 "," 285,197 "," 291,261 "," 300,868 "," 315,146 "," 323,400 ", 41 , 42 , 42 , 42 , 42 , 42 ," 13,000,000,000 "," 14,000,000,000 "," 15,200,000,000 "," 16,400,000,000 "," 17,300,000,000 "," 18,100,000,000 "," 36,584 "," 38,694 "," 40,537 "," 41,869 "," 42,758 "," 44,016 "," 46,196 "," 49,225 "," 52,251 "," 54,344 "," 55,026 "," 56,103 ",,,,
33610,Goondiwindi (R)," 6,196 "," 6,311 "," 6,274 "," 6,303 "," 6,297 "," 6,635 ", 43 , 43 , 43 , 43 , 44 , 44 ," 256,000,000 "," 289,000,000 "," 282,000,000 "," 282,000,000 "," 318,000,000 "," 383,000,000 "," 35,913 "," 38,558 "," 38,588 "," 38,082 "," 39,856 "," 42,089 "," 41,373 "," 45,758 "," 44,973 "," 44,705 "," 50,494 "," 57,713 ",,,,
33620,Gympie (R)," 22,243 "," 22,215 "," 22,003 "," 22,250 "," 22,748 "," 23,009 ", 46 , 46 , 47 , 47 , 47 , 47 ," 818,000,000 "," 892,000,000 "," 917,000,000 "," 953,000,000 "," 996,000,000 "," 1,020,000,000 "," 30,720 "," 33,029 "," 34,314 "," 35,283 "," 35,545 "," 36,640 "," 36,760 "," 40,150 "," 41,691 "," 42,845 "," 43,788 "," 44,127 ",,,,
33800,Hinchinbrook (S)," 6,142 "," 6,170 "," 6,035 "," 5,928 "," 5,944 "," 5,830 ", 48 , 48 , 49 , 49 , 50 , 50 ," 266,000,000 "," 290,000,000 "," 292,000,000 "," 291,000,000 "," 300,000,000 "," 298,000,000 "," 37,044 "," 40,162 "," 41,018 "," 42,134 "," 42,554 "," 43,443 "," 43,389 "," 46,970 "," 48,395 "," 49,148 "," 50,389 "," 51,034 ",,,,
33830,Hope Vale (S), 212 , 310 , 282 , 295 , 308 , 257 , 39 , 37 , 37 , 38 , 37 , 37 ," 7,510,418 "," 11,771,518 "," 11,738,702 "," 11,966,084 "," 11,981,628 "," 10,150,787 "," 31,289 "," 32,138 "," 35,227 "," 34,435 "," 31,995 "," 33,741 "," 35,427 "," 37,973 "," 41,627 "," 40,563 "," 38,901 "," 39,497 ",,,,
33960,Ipswich (C)," 84,294 "," 86,353 "," 87,791 "," 90,358 "," 94,512 "," 98,226 ", 39 , 39 , 39 , 39 , 39 , 39 ," 3,890,000,000 "," 4,240,000,000 "," 4,500,000,000 "," 4,740,000,000 "," 5,020,000,000 "," 5,290,000,000 "," 42,326 "," 44,542 "," 46,188 "," 47,176 "," 48,035 "," 48,936 "," 46,170 "," 49,157 "," 51,210 "," 52,417 "," 53,101 "," 53,829 ",,,,
33980,Isaac (R)," 11,527 "," 11,913 "," 11,810 "," 11,327 "," 10,871 "," 10,281 ", 38 , 37 , 37 , 38 , 38 , 38 ," 860,000,000 "," 952,000,000 "," 993,000,000 "," 954,000,000 "," 931,000,000 "," 855,000,000 "," 62,585 "," 67,464 "," 70,835 "," 69,973 "," 68,801 "," 68,564 "," 74,627 "," 79,886 "," 84,057 "," 84,182 "," 85,682 "," 83,150 ",,,,
34420,Kowanyama (S), 261 , 291 , 260 , 259 , 254 , 302 , 40 , 39 , 41 , 41 , 42 , 41 ," 8,236,841 "," 9,177,226 "," 8,398,730 "," 8,430,884 "," 7,937,933 "," 9,793,879 "," 26,427 "," 25,230 "," 26,660 "," 23,112 "," 21,263 "," 22,759 "," 31,559 "," 31,537 "," 32,303 "," 32,552 "," 31,252 "," 32,430 ",,,,
34530,Livingstone (S)," 17,596 "," 18,417 "," 19,065 "," 18,895 "," 19,400 "," 19,354 ", 45 , 45 , 45 , 45 , 46 , 46 ," 939,000,000 "," 1,090,000,000 "," 1,170,000,000 "," 1,170,000,000 "," 1,210,000,000 "," 1,190,000,000 "," 42,080 "," 46,240 "," 47,716 "," 47,895 "," 48,121 "," 47,827 "," 53,346 "," 59,248 "," 61,246 "," 61,702 "," 62,253 "," 61,288 ",,,,
34570,Lockhart River (S), 229 , 200 , 202 , 207 , 227 , 164 , 38 , 40 , 39 , 38 , 38 , 39 ," 6,602,403 "," 6,000,584 "," 6,844,523 "," 6,736,147 "," 7,947,722 "," 4,626,807 "," 20,323 "," 22,426 "," 24,114 "," 23,036 "," 22,076 "," 20,394 "," 28,831 "," 30,003 "," 33,884 "," 32,542 "," 35,012 "," 28,212 ",,,,
34580,Lockyer Valley (R)," 17,783 "," 18,206 "," 18,445 "," 18,880 "," 19,514 "," 19,894 ", 42 , 43 , 43 , 43 , 43 , 43 ," 700,000,000 "," 778,000,000 "," 823,000,000 "," 872,000,000 "," 905,000,000 "," 935,000,000 "," 34,645 "," 37,175 "," 38,517 "," 39,434 "," 39,690 "," 40,476 "," 39,337 "," 42,706 "," 44,612 "," 46,181 "," 46,392 "," 46,995 ",,,,
34590,Logan (C)," 145,095 "," 146,263 "," 146,678 "," 149,299 "," 154,694 "," 157,270 ", 39 , 40 , 40 , 40 , 40 , 40 ," 6,470,000,000 "," 6,970,000,000 "," 7,260,000,000 "," 7,570,000,000 "," 7,970,000,000 "," 8,230,000,000 "," 40,234 "," 42,521 "," 44,020 "," 44,940 "," 45,780 "," 46,810 "," 44,567 "," 47,648 "," 49,496 "," 50,685 "," 51,526 "," 52,358 ",,,,
34710,Longreach (R)," 2,420 "," 2,385 "," 2,427 "," 2,383 "," 2,387 "," 2,207 ", 40 , 42 , 42 , 42 , 44 , 44 ," 111,000,000 "," 117,000,000 "," 118,000,000 "," 111,000,000 "," 119,000,000 "," 106,000,000 "," 40,257 "," 44,611 "," 43,108 "," 43,753 "," 42,602 "," 43,982 "," 45,922 "," 49,226 "," 48,611 "," 46,715 "," 49,695 "," 48,242 ",,,,
34770,Mackay (R)," 65,732 "," 69,546 "," 69,857 "," 68,378 "," 67,883 "," 65,520 ", 41 , 40 , 41 , 41 , 42 , 43 ," 3,940,000,000 "," 4,560,000,000 "," 4,790,000,000 "," 4,630,000,000 "," 4,550,000,000 "," 4,290,000,000 "," 48,477 "," 52,356 "," 54,898 "," 54,068 "," 53,228 "," 52,740 "," 59,887 "," 65,522 "," 68,563 "," 67,744 "," 67,013 "," 65,466 ",,,,
