"Taxation statistics 2015–16 Individuals: Number of individuals, by state/territory, postcode and taxable income range, 2015–16 income year",,,,,,,,,,,,,,,,,,mean,mean,mean,mean,mean,,,,,,102%,,,,,,,,,,,,,,,
Notes,,,,,,,,,,Adjusted Count (to make it all numeric),,,85%,15%,"792,777,873,465",," 1,232 ",9100,27600,58500,130000,230000,total,total,total,total,total,"806,815,476,512",diff,,,pro-rata per person rates,,,,,new total,,,,,,
State/ Territory1,Postcode,"a. $18,200 or less","b. $18,201 to $37,000","c. $37,001 to $80,000","d. $80,001 to $180,000","e. $180,000 or more","f. $80,001 or more",Total,,"a. $18,200 or less","b. $18,201 to $37,000","c. $37,001 to $80,000","d. $80,001 to $180,000","e. $180,000 or more",Taxable income or loss3 $ (from 6B),1239, Multiplier ,"a. $18,200 or less","b. $18,201 to $37,000","c. $37,001 to $80,000","d. $80,001 to $180,000","e. $180,000 or more","a. $18,200 or less","b. $18,201 to $37,000","c. $37,001 to $80,000","d. $80,001 to $180,000","e. $180,000 or more",Sum,for goal seek,1232,,"a. $18,200 or less","b. $18,201 to $37,000","c. $37,001 to $80,000","d. $80,001 to $180,000","e. $180,000 or more","a. $18,200 or less","b. $18,201 to $37,000","c. $37,001 to $80,000","d. $80,001 to $180,000","e. $180,000 or more",Sum,
WA,6398,85,99,90,34,5,na,313,,85,99,90,34,5,"14,214,933", 0.975571 , 0.975571 ,8877.6961,26925.7596,57070.9035,126824.23,224381.33,"754,604","2,665,650","5,136,381","4,312,024","1,121,907","14,214,947",-14,0.975571,"if range(""R2455"")=1 then Range(""AD2455"").GoalSeek goal:=0, changingcell:=Range(""R2455"")",8877.685374,26925.73106,57070.84379,126824.1104,224381.179,"754,603","2,665,647","5,136,376","4,312,020","1,121,906","14,214,933",0
WA,6401,679,848,"1,388",839,65,na,"3,819",,679,848,"1,388",839,65,"214,669,636", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"6,178,900","23,404,800","81,198,000","109,070,000","14,950,000","235,031,700","-20,362,064",1,"if range(""R2456"")=1 then Range(""AD2456"").GoalSeek goal:=0, changingcell:=Range(""R2456"")",8311.617912,25208.86312,53431.82943,118737.3987,210073.8593,"5,643,589","21,377,116","74,163,379","99,620,678","13,654,801","214,669,637",1
WA,6403,22,37,36,na,na,22,117,,22,37,36,19,3,"5,580,230", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"200,200","1,021,200","2,106,000","2,470,000","690,000","6,717,400","-1,137,170",1,"if range(""R2457"")=1 then Range(""AD2457"").GoalSeek goal:=0, changingcell:=Range(""R2457"")",7559.48626,22927.67261,48596.69738,107992.6609,191063.9384,"166,309","848,324","1,749,481","2,051,861","573,192","5,580,231",1
WA,6405,42,40,73,na,na,43,198,,42,40,73,37,6,"10,113,601", 0.830569 , 0.830569 ,7558.1779,22923.7044,48588.2865,107973.97,191030.87,"317,443","916,948","3,546,945","3,995,037","1,146,185","10,113,589",12,0.830569,"if range(""R2458"")=1 then Range(""AD2458"").GoalSeek goal:=0, changingcell:=Range(""R2458"")",7558.175635,22923.7272,48588.34532,107974.1011,191031.06,"317,443","916,949","3,546,949","3,995,042","1,146,186","10,113,600",-1
WA,6407,97,127,238,103,15,na,580,,97,127,238,103,15,"32,327,398", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"882,700","3,505,200","13,923,000","13,390,000","3,450,000","35,380,900","-3,053,502",1,"if range(""R2459"")=1 then Range(""AD2459"").GoalSeek goal:=0, changingcell:=Range(""R2459"")",8314.636479,25218.01833,53451.23451,118780.5211,210150.1528,"806,520","3,202,688","12,721,394","12,234,394","3,152,252","32,327,398",0
WA,6409,44,60,76,55,6,na,241,,44,60,76,55,6,"13,740,419", 0.900280 , 0.900280 ,8192.548,24847.728,52666.38,117036.4,207064.4,"360,472","1,490,864","4,002,645","6,437,002","1,242,386","13,740,433",-14,0.90028,"if range(""R2460"")=1 then Range(""AD2460"").GoalSeek goal:=0, changingcell:=Range(""R2460"")",8192.537107,24847.70802,52666.32792,117036.2808,207064.1224,"360,472","1,490,862","4,002,641","6,436,995","1,242,385","13,740,419",0
WA,6410,106,147,185,95,7,na,540,,106,147,185,95,7,"27,540,151", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"964,600","4,057,200","10,822,500","12,350,000","1,610,000","30,034,300","-2,494,149",1,"if range(""R2461"")=1 then Range(""AD2461"").GoalSeek goal:=0, changingcell:=Range(""R2461"")",8344.305481,25308.00344,53641.9638,119204.364,210900.0286,"884,496","3,720,277","9,923,763","11,324,415","1,476,300","27,540,151",0
WA,6411,17,20,25,na,na,18,80,,17,20,25,15,3,"3,967,491", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"154,700","552,000","1,462,500","1,950,000","690,000","5,039,200","-1,071,709",1,"if range(""R2462"")=1 then Range(""AD2462"").GoalSeek goal:=0, changingcell:=Range(""R2462"")",7164.662665,21730.18566,46058.5457,102352.3238,181084.8805,"121,799","434,604","1,151,464","1,535,285","543,255","3,967,492",1
WA,6415,282,355,617,395,31,na,"1,680",,282,355,617,395,31,"96,315,500", 0.898727 , 0.898727 ,8178.4157,24804.8652,52575.5295,116834.51,206707.21,"2,306,313","8,805,727","32,439,102","46,149,631","6,407,924","96,315,404",96,0.898727,"if range(""R2463"")=1 then Range(""AD2463"").GoalSeek goal:=0, changingcell:=Range(""R2463"")",8178.423045,24804.88951,52575.58239,116834.6253,206707.4318,"2,306,315","8,805,736","32,439,134","46,149,677","6,407,930","96,315,499",-1
WA,6418,77,69,146,93,15,na,400,,77,69,146,93,15,"23,844,022", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"700,700","1,904,400","8,541,000","12,090,000","3,450,000","26,916,100","-3,072,078",1,"if range(""R2464"")=1 then Range(""AD2464"").GoalSeek goal:=0, changingcell:=Range(""R2464"")",8061.368482,24449.86485,51823.0831,115162.4069,203748.8737,"620,725","1,687,041","7,566,170","10,710,104","3,056,233","23,844,022",0
WA,6420,15,19,25,13,7,na,79,,15,19,25,13,7,"4,891,174", 0.865174 , 0.865174 ,7873.0834,23878.8024,50612.679,112472.62,198990.02,"118,096","453,697","1,265,317","1,462,144","1,392,930","4,891,174",0,0.865174,"if range(""R2465"")=1 then Range(""AD2465"").GoalSeek goal:=0, changingcell:=Range(""R2465"")",7873.066667,23878.78947,50612.68,112472.6154,198990,"118,096","453,697","1,265,317","1,462,144","1,392,930","4,891,174",0
WA,6421,22,17,26,na,na,27,92,,22,17,26,23,4,"6,032,008", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"200,200","469,200","1,521,000","2,990,000","920,000","6,330,400","-298,392",1,"if range(""R2466"")=1 then Range(""AD2466"").GoalSeek goal:=0, changingcell:=Range(""R2466"")",8671.059143,26299.03652,55742.52306,123872.2735,219158.6377,"190,763","447,084","1,449,306","2,849,062","876,635","6,032,009",1
WA,6423,15,22,34,na,na,31,102,,15,22,34,26,5,"6,126,813", 0.817705 , 0.817705 ,7441.1155,22568.658,47835.7425,106301.65,188072.15,"111,617","496,510","1,626,415","2,763,843","940,361","6,126,818",-5,0.817705,"if range(""R2467"")=1 then Range(""AD2467"").GoalSeek goal:=0, changingcell:=Range(""R2467"")",7441.127261,22568.61795,47835.69626,106301.5671,188072.0465,"111,617","496,510","1,626,414","2,763,841","940,360","6,126,814",1
WA,6425,19,19,25,28,7,na,98,,19,19,25,28,7,"6,788,610", 0.888584 , 0.888584 ,8086.1144,24524.9184,51982.164,115515.92,204374.32,"153,636","465,973","1,299,554","3,234,446","1,430,620","6,788,603",7,0.888584,"if range(""R2468"")=1 then Range(""AD2468"").GoalSeek goal:=0, changingcell:=Range(""R2468"")",8086.113601,24524.92003,51982.2136,115516.0477,204374.4965,"153,636","465,973","1,299,555","3,234,449","1,430,621","6,788,608",-2
WA,6426,72,91,146,136,9,na,454,,72,91,146,136,9,"29,720,848", 0.937928 , 0.937928 ,8535.1448,25886.8128,54868.788,121930.64,215723.44,"614,530","2,355,700","8,010,843","16,582,567","1,941,511","29,720,874",-26,0.937928,"if range(""R2469"")=1 then Range(""AD2469"").GoalSeek goal:=0, changingcell:=Range(""R2469"")",8535.131422,25886.79054,54868.73967,121930.533,215723.2557,"614,529","2,355,698","8,010,836","16,582,552","1,941,509","29,720,847",-1
WA,6429,69,76,142,na,na,112,399,,69,76,142,95,17,"23,773,165", 0.863772 , 0.863772 ,7860.3252,23840.1072,50530.662,112290.36,198667.56,"542,362","1,811,848","7,175,354","10,667,584","3,377,349","23,773,165",0,0.863772,"if range(""R2470"")=1 then Range(""AD2470"").GoalSeek goal:=0, changingcell:=Range(""R2470"")",7860.318841,23840.10526,50530.66197,112290.3579,198667.5882,"542,362","1,811,848","7,175,354","10,667,584","3,377,349","23,773,165",0
WA,6430,"1,768","2,227","4,271","5,059",438,na,"13,763",,"1,768","2,227","4,271","5,059",438,"1,030,710,556", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"16,088,800","61,465,200","249,853,500","657,670,000","100,740,000","1,086,047,500","-55,336,944",1,"if range(""R2471"")=1 then Range(""AD2471"").GoalSeek goal:=0, changingcell:=Range(""R2471"")",8636.331339,26193.70824,55519.27289,123376.162,218280.902,"15,269,034","58,333,388","237,122,815","624,160,003","95,607,035","1,030,710,556",0
WA,6431,20,16,13,na,na,14,63,,20,16,13,12,2,"3,025,621", 0.832564 , 0.832564 ,7576.3324,22978.7664,48704.994,108233.32,191489.72,"151,527","367,660","633,165","1,298,800","382,979","3,025,621",0,0.832564,"if range(""R2472"")=1 then Range(""AD2472"").GoalSeek goal:=0, changingcell:=Range(""R2472"")",7576.35,22978.75,48705,108233.3333,191489.5,"151,527","367,660","633,165","1,298,800","382,979","3,025,621",0
WA,6432,546,717,"1,296","1,288",65,na,"3,912",,546,717,"1,296","1,288",65,"264,538,162", 0.934125 , 0.934125 ,8500.5375,25781.85,54646.3125,121436.25,214848.75,"4,641,293","18,485,586","70,821,621","156,409,890","13,965,169","264,538,408",-246,0.934125,"if range(""R2473"")=1 then Range(""AD2473"").GoalSeek goal:=0, changingcell:=Range(""R2473"")",8500.528725,25781.8254,54646.26168,121436.1371,214848.5541,"4,641,289","18,485,569","70,821,555","156,409,745","13,965,156","264,538,163",1
WA,6436,9,18,19,na,na,6,52,,9,18,19,5,1,"2,210,328", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"81,900","496,800","1,111,500","650,000","230,000","2,800,200","-589,872",1,"if range(""R2474"")=1 then Range(""AD2474"").GoalSeek goal:=0, changingcell:=Range(""R2474"")",7183.052925,21785.96272,46176.7688,102615.0418,181549.6893,"64,647","392,147","877,359","513,075","181,550","2,210,328",0
WA,6437,25,17,64,na,na,114,220,,25,17,64,97,17,"17,755,161", 0.837876 , 0.837876 ,7624.6716,23125.3776,49015.746,108923.88,192711.48,"190,617","393,131","3,137,008","10,565,616","3,276,095","17,755,178",-17,0.837876,"if range(""R2475"")=1 then Range(""AD2475"").GoalSeek goal:=0, changingcell:=Range(""R2475"")",7624.6727,23125.3308,49015.70307,108923.772,192711.2861,"190,617","393,131","3,137,005","10,565,606","3,276,092","17,755,162",1
WA,6438,48,63,120,na,na,64,295,,48,63,120,54,10,"16,204,565", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"436,800","1,738,800","7,020,000","7,020,000","2,300,000","18,745,600","-2,541,035",1,"if range(""R2476"")=1 then Range(""AD2476"").GoalSeek goal:=0, changingcell:=Range(""R2476"")",7866.461543,23858.71853,50570.10992,112378.022,198822.6544,"377,590","1,503,099","6,068,413","6,068,413","1,988,227","16,204,565",0
WA,6440,47,59,94,na,na,53,253,,47,59,94,45,8,"13,149,873", 0.849744 , 0.849744 ,7732.6704,23452.9344,49710.024,110466.72,195441.12,"363,436","1,383,723","4,672,742","4,971,002","1,563,529","13,149,873",0,0.849744,"if range(""R2477"")=1 then Range(""AD2477"").GoalSeek goal:=0, changingcell:=Range(""R2477"")",7732.680851,23452.9322,49710.02128,110466.7111,195441.125,"363,436","1,383,723","4,672,742","4,971,002","1,563,529","13,149,873",0
WA,6442,195,175,318,500,39,na,"1,227",,195,175,318,500,39,"93,299,788", 0.938558 , 0.938558 ,8540.8778,25904.2008,54905.643,122012.54,215868.34,"1,665,471","4,533,235","17,459,994","61,006,270","8,418,865","93,299,703",85,0.938558,"if range(""R2478"")=1 then Range(""AD2478"").GoalSeek goal:=0, changingcell:=Range(""R2478"")",8540.884704,25904.2236,54905.69153,122012.6512,215868.53,"1,665,473","4,533,239","17,460,010","61,006,326","8,418,873","93,299,790",2
WA,6443,63,97,130,na,na,92,382,,63,97,130,78,14,"20,325,579", 0.831466 , 0.831466 ,7566.3406,22948.4616,48640.761,108090.58,191237.18,"476,679","2,226,001","6,323,299","8,431,065","2,677,321","20,325,602",-23,0.831466,"if range(""R2479"")=1 then Range(""AD2479"").GoalSeek goal:=0, changingcell:=Range(""R2479"")",7566.324771,22948.43795,48640.7065,108090.4546,191236.9979,"476,678","2,225,998","6,323,292","8,431,055","2,677,318","20,325,578",-1
WA,6445,33,31,23,32,17,na,136,,33,31,23,32,17,"10,651,082", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"300,300","855,600","1,345,500","4,160,000","3,910,000","10,801,400","-150,318",1,"if range(""R2480"")=1 then Range(""AD2480"").GoalSeek goal:=0, changingcell:=Range(""R2480"")",8973.359583,27215.90379,57685.88303,128190.8512,226799.1983,"296,121","843,693","1,326,775","4,102,107","3,855,586","10,651,081",-1
WA,6446,14,21,21,31,16,na,103,,14,21,21,31,16,"9,249,564", 0.936618 , 0.936618 ,8523.2238,25850.6568,54792.153,121760.34,215422.14,"119,325","542,864","1,150,635","3,774,571","3,446,754","9,249,571",-7,0.936618,"if range(""R2481"")=1 then Range(""AD2481"").GoalSeek goal:=0, changingcell:=Range(""R2481"")",8523.207835,25850.6471,54792.10139,121760.2627,215421.962,"119,325","542,864","1,150,634","3,774,568","3,446,751","9,249,564",0
WA,6447,17,13,20,16,18,na,84,,17,13,20,16,18,"8,159,228", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"154,700","358,800","1,170,000","2,080,000","4,140,000","8,133,500","25,728",1,"if range(""R2482"")=1 then Range(""AD2482"").GoalSeek goal:=0, changingcell:=Range(""R2482"")",9128.785246,27687.3047,58685.04801,130411.2178,230727.5392,"155,189","359,935","1,173,701","2,086,579","4,153,096","8,159,228",0
WA,6448,41,55,75,28,7,na,206,,41,55,75,28,7,"10,415,190", 0.885750 , 0.885750 ,8060.325,24446.7,51816.375,115147.5,203722.5,"330,473","1,344,569","3,886,228","3,224,130","1,426,058","10,415,181",9,0.88575,"if range(""R2483"")=1 then Range(""AD2483"").GoalSeek goal:=0, changingcell:=Range(""R2483"")",8060.324038,24446.73022,51816.41811,115147.5995,203722.7475,"330,473","1,344,570","3,886,231","3,224,133","1,426,059","10,415,189",-1
WA,6450,"1,533","1,896","2,775","1,680",224,na,"8,108",,"1,533","1,896","2,775","1,680",224,"462,555,290", 0.927396 , 0.927396 ,8439.3036,25596.1296,54252.666,120561.48,213301.08,"12,937,452","48,530,262","150,551,148","202,543,286","47,779,442","462,554,891",399,0.927396,"if range(""R2484"")=1 then Range(""AD2484"").GoalSeek goal:=0, changingcell:=Range(""R2484"")",8439.310607,25596.15183,54252.71274,120561.5838,213301.2644,"12,937,463","48,530,304","150,551,278","202,543,461","47,779,483","462,555,290",0
WA,6460,99,89,131,68,14,na,401,,99,89,131,68,14,"20,403,512", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"900,900","2,456,400","7,663,500","8,840,000","3,220,000","23,310,800","-2,907,288",1,"if range(""R2485"")=1 then Range(""AD2485"").GoalSeek goal:=0, changingcell:=Range(""R2485"")",7965.061654,24157.76941,51203.96777,113786.5951,201314.7451,"788,541","2,150,041","6,707,720","7,737,488","2,818,406","20,403,511",-1
WA,6461,89,109,122,78,15,na,413,,89,109,122,78,15,"23,034,650", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"809,900","3,008,400","7,137,000","10,140,000","3,450,000","24,775,300","-1,740,650",1,"if range(""R2486"")=1 then Range(""AD2486"").GoalSeek goal:=0, changingcell:=Range(""R2486"")",8460.656985,25660.89371,54389.93776,120866.5284,213840.7809,"752,998","2,797,037","6,635,572","9,427,589","3,207,612","23,034,649",-1
WA,6466,18,12,15,na,na,17,62,,18,12,15,14,3,"3,044,118", 0.740210 , 0.740210 ,6735.911,20429.796,43302.285,96227.3,170248.3,"121,246","245,158","649,534","1,347,182","510,745","3,044,113",5,0.74021,"if range(""R2487"")=1 then Range(""AD2487"").GoalSeek goal:=0, changingcell:=Range(""R2487"")",6735.899953,20429.86689,43302.33779,96227.44377,170248.613,"121,246","245,158","649,535","1,347,184","510,746","3,044,118",0
WA,6468,40,37,64,47,21,na,209,,40,37,64,47,21,"15,467,511", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"364,000","1,021,200","3,744,000","6,110,000","4,830,000","16,299,200","-831,689",1,"if range(""R2488"")=1 then Range(""AD2488"").GoalSeek goal:=0, changingcell:=Range(""R2488"")",8635.660039,26191.6722,55514.95739,123366.572,218263.935,"345,426","969,092","3,552,957","5,798,229","4,583,543","15,467,511",0
WA,6472,31,34,37,38,7,na,147,,31,34,37,38,7,"9,474,969", 0.932117 , 0.932117 ,8482.2647,25726.4292,54528.8445,121175.21,214386.91,"262,950","874,699","2,017,567","4,604,658","1,500,708","9,474,969",0,0.932117,"if range(""R2489"")=1 then Range(""AD2489"").GoalSeek goal:=0, changingcell:=Range(""R2489"")",8482.258065,25726.44118,54528.83784,121175.2105,214386.8571,"262,950","874,699","2,017,567","4,604,658","1,500,708","9,474,969",0
WA,6475,59,51,88,na,na,50,248,,59,51,88,43,8,"13,003,626", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"536,900","1,407,600","5,148,000","5,590,000","1,840,000","14,752,500","-1,748,874",1,"if range(""R2490"")=1 then Range(""AD2490"").GoalSeek goal:=0, changingcell:=Range(""R2490"")",8021.216512,24328.08525,51564.96329,114588.8073,202734.0437,"473,252","1,240,732","4,537,717","4,927,319","1,621,872","13,003,626",0
WA,6477,42,24,64,41,5,na,176,,42,24,64,41,5,"9,551,157", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"382,200","662,400","3,744,000","5,330,000","1,150,000","11,498,600","-1,947,443",1,"if range(""R2491"")=1 then Range(""AD2491"").GoalSeek goal:=0, changingcell:=Range(""R2491"")",7558.792262,22925.56774,48592.23597,107982.7466,191046.3978,"317,469","550,214","3,109,903","4,427,293","955,232","9,551,157",0
WA,6479,101,70,128,83,9,na,391,,101,70,128,83,9,"21,352,566", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"919,100","1,932,000","7,488,000","10,790,000","2,070,000","23,429,100","-2,076,534",1,"if range(""R2492"")=1 then Range(""AD2492"").GoalSeek goal:=0, changingcell:=Range(""R2492"")",8293.462002,25153.79684,53315.11287,118478.0286,209614.9737,"837,640","1,760,766","6,824,334","9,833,676","1,886,535","21,352,566",0
WA,6485,49,60,90,60,12,na,271,,49,60,90,60,12,"17,788,882", 0.979732 , 0.979732 ,8915.5612,27040.6032,57314.322,127365.16,225338.36,"436,862","1,622,436","5,158,289","7,641,910","2,704,060","17,788,895",-13,0.979732,"if range(""R2493"")=1 then Range(""AD2493"").GoalSeek goal:=0, changingcell:=Range(""R2493"")",8915.544505,27040.58024,57314.28034,127365.0736,225338.1687,"436,862","1,622,435","5,158,285","7,641,904","2,704,058","17,788,882",0
WA,6488,24,25,39,na,na,13,101,,24,25,39,11,2,"4,834,847", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"218,400","690,000","2,281,500","1,430,000","460,000","5,309,900","-475,053",1,"if range(""R2494"")=1 then Range(""AD2494"").GoalSeek goal:=0, changingcell:=Range(""R2494"")",8285.863707,25130.75146,53266.26669,118369.4815,209422.9289,"198,861","628,269","2,077,384","1,302,064","418,846","4,834,847",0
WA,6490,34,23,42,na,na,24,123,,34,23,42,20,4,"6,358,156", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"309,400","634,800","2,457,000","2,600,000","920,000","7,151,200","-793,044",1,"if range(""R2495"")=1 then Range(""AD2495"").GoalSeek goal:=0, changingcell:=Range(""R2495"")",8090.840642,24539.25294,52012.54699,115583.4377,204493.7745,"275,089","564,403","2,184,527","2,311,669","817,975","6,358,157",1
WA,6501,100,132,197,132,21,na,582,,100,132,197,132,21,"35,157,136", 0.917997 , 0.917997 ,8353.7727,25336.7172,53702.8245,119339.61,211139.31,"835,377","3,344,447","10,579,456","15,752,829","4,433,926","35,157,174",-38,0.917997,"if range(""R2496"")=1 then Range(""AD2496"").GoalSeek goal:=0, changingcell:=Range(""R2496"")",8353.760971,25336.69231,53702.76429,119339.4846,211139.1051,"835,376","3,344,443","10,579,445","15,752,812","4,433,921","35,157,136",0
WA,6502,199,171,242,127,23,na,762,,199,171,242,127,23,"39,302,593", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"1,810,900","4,719,600","14,157,000","16,510,000","5,290,000","42,717,500","-3,414,907",1,"if range(""R2497"")=1 then Range(""AD2497"").GoalSeek goal:=0, changingcell:=Range(""R2497"")",8372.531077,25393.61074,53823.41407,119607.5868,211613.4228,"1,666,134","4,342,307","13,025,266","15,190,164","4,867,109","39,302,593",0
WA,6503,361,313,474,193,32,na,"1,373",,361,313,474,193,32,"65,559,773", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"3,285,100","8,638,800","27,729,000","25,090,000","7,360,000","72,332,900","-6,773,127",1,"if range(""R2498"")=1 then Range(""AD2498"").GoalSeek goal:=0, changingcell:=Range(""R2498"")",8247.891821,25015.58398,53022.16171,117827.026,208463.1999,"2,977,489","7,829,878","25,132,505","22,740,616","6,670,822","65,559,773",0
WA,6504,19,14,21,na,na,13,67,,19,14,21,11,2,"3,380,246", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"172,900","386,400","1,228,500","1,430,000","460,000","3,907,800","-527,554",1,"if range(""R2499"")=1 then Range(""AD2499"").GoalSeek goal:=0, changingcell:=Range(""R2499"")",7871.497671,23873.99294,50602.48503,112449.9667,198949.9411,"149,558","334,236","1,062,652","1,236,950","397,900","3,380,246",0
WA,6505,22,21,27,na,na,13,83,,22,21,27,11,2,"3,265,096", 0.728929 , 0.728929 ,6633.2539,20118.4404,42642.3465,94760.77,167653.67,"145,932","422,487","1,151,343","1,042,368","335,307","3,265,091",5,0.728929,"if range(""R2500"")=1 then Range(""AD2500"").GoalSeek goal:=0, changingcell:=Range(""R2500"")",6633.282885,20118.45938,42642.39863,94760.87238,167653.7567,"145,932","422,488","1,151,345","1,042,370","335,308","3,265,097",1
WA,6507,87,75,119,na,na,62,343,,87,75,119,53,9,"16,524,339", 0.869099 , 0.869099 ,7908.8009,23987.1324,50842.2915,112982.87,199892.77,"688,066","1,799,035","6,050,233","5,988,092","1,799,035","16,524,354",-15,0.869099,"if range(""R2501"")=1 then Range(""AD2501"").GoalSeek goal:=0, changingcell:=Range(""R2501"")",7908.797418,23987.11156,50842.24797,112982.7654,199892.5963,"688,065","1,799,033","6,050,228","5,988,087","1,799,033","16,524,339",0
