"Taxation statistics 2015–16 Individuals: Number of individuals, by state/territory, postcode and taxable income range, 2015–16 income year",,,,,,,,,,,,,,,,,,mean,mean,mean,mean,mean,,,,,,102%,,,,,,,,,,,,,,,
Notes,,,,,,,,,,Adjusted Count (to make it all numeric),,,85%,15%,"792,777,873,465",," 1,232 ",9100,27600,58500,130000,230000,total,total,total,total,total,"806,815,476,512",diff,,,pro-rata per person rates,,,,,new total,,,,,,
State/ Territory1,Postcode,"a. $18,200 or less","b. $18,201 to $37,000","c. $37,001 to $80,000","d. $80,001 to $180,000","e. $180,000 or more","f. $80,001 or more",Total,,"a. $18,200 or less","b. $18,201 to $37,000","c. $37,001 to $80,000","d. $80,001 to $180,000","e. $180,000 or more",Taxable income or loss3 $ (from 6B),1239, Multiplier ,"a. $18,200 or less","b. $18,201 to $37,000","c. $37,001 to $80,000","d. $80,001 to $180,000","e. $180,000 or more","a. $18,200 or less","b. $18,201 to $37,000","c. $37,001 to $80,000","d. $80,001 to $180,000","e. $180,000 or more",Sum,for goal seek,1232,,"a. $18,200 or less","b. $18,201 to $37,000","c. $37,001 to $80,000","d. $80,001 to $180,000","e. $180,000 or more","a. $18,200 or less","b. $18,201 to $37,000","c. $37,001 to $80,000","d. $80,001 to $180,000","e. $180,000 or more",Sum,
SA,5203,175,181,254,61,6,na,677,,175,181,254,61,6,"27,487,188", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"1,592,500","4,995,600","14,859,000","7,930,000","1,380,000","30,987,100","-3,499,912",1,"if range(""R1245"")=1 then Range(""AD1245"").GoalSeek goal:=0, changingcell:=Range(""R1245"")",8072.178771,24482.6521,51892.57781,115316.8396,204022.1008,"1,412,631","4,431,360","13,180,715","7,034,327","1,224,133","27,487,188",0
SA,5204,382,444,449,127,11,na,"1,413",,382,444,449,127,11,"55,854,857", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"3,476,200","12,254,400","26,266,500","16,510,000","2,530,000","61,267,100","-5,412,243",1,"if range(""R1246"")=1 then Range(""AD1246"").GoalSeek goal:=0, changingcell:=Range(""R1246"")",8296.119756,25161.85772,53332.19843,118515.9965,209682.1477,"3,169,118","11,171,865","23,946,157","15,051,532","2,306,504","55,854,858",1
SA,5210,237,281,414,141,10,na,"1,083",,237,281,414,141,10,"49,959,174", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"2,156,700","7,755,600","24,219,000","18,330,000","2,300,000","54,991,300","-5,032,126",1,"if range(""R1247"")=1 then Range(""AD1247"").GoalSeek goal:=0, changingcell:=Range(""R1247"")",8267.280159,25074.38817,53146.80102,118104.0023,208953.2348,"1,959,345","7,045,903","22,002,776","16,652,664","2,089,532","49,959,173",-1
SA,5211,"1,955","2,381","2,497",691,78,na,"7,602",,"1,955","2,381","2,497",691,78,"306,852,091", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"17,790,500","65,715,600","146,074,500","89,830,000","17,940,000","337,580,600","-30,728,509",1,"if range(""R1248"")=1 then Range(""AD1248"").GoalSeek goal:=0, changingcell:=Range(""R1248"")",8271.666168,25087.6908,53174.9968,118166.6595,209064.09,"16,171,107","59,733,792","132,777,967","81,653,162","16,306,999","306,852,091",0
SA,5212,320,346,365,91,15,na,"1,137",,320,346,365,91,15,"44,620,428", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"2,912,000","9,549,600","21,352,500","11,830,000","3,450,000","49,324,100","-4,703,672",1,"if range(""R1249"")=1 then Range(""AD1249"").GoalSeek goal:=0, changingcell:=Range(""R1249"")",8232.200786,24967.99359,52921.29077,117602.8684,208066.6133,"2,634,304","8,638,926","19,316,271","10,701,861","3,120,999","44,620,428",0
SA,5213,163,187,250,77,15,na,692,,163,187,250,77,15,"32,583,706", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"1,483,300","5,161,200","14,625,000","10,010,000","3,450,000","34,959,500","-2,375,794",1,"if range(""R1250"")=1 then Range(""AD1250"").GoalSeek goal:=0, changingcell:=Range(""R1250"")",8481.577957,25724.34633,54524.42973,121165.3994,214369.5528,"1,382,497","4,810,453","13,631,107","9,329,736","3,215,543","32,583,706",0
SA,5214,"1,054","1,281","1,253",356,42,na,"3,986",,"1,054","1,281","1,253",356,42,"159,811,130", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"9,591,400","35,355,600","73,300,500","46,280,000","9,660,000","174,417,500","-14,606,370",1,"if range(""R1251"")=1 then Range(""AD1251"").GoalSeek goal:=0, changingcell:=Range(""R1251"")",8337.932163,25288.67337,53600.99247,119113.3166,210738.9448,"8,788,180","32,394,791","67,162,044","42,404,341","8,851,036","159,811,131",1
SA,5220,56,84,86,na,na,22,248,,56,84,86,19,3,"9,699,659", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"509,600","2,318,400","5,031,000","2,470,000","690,000","11,249,000","-1,549,341",1,"if range(""R1252"")=1 then Range(""AD1252"").GoalSeek goal:=0, changingcell:=Range(""R1252"")",7846.643871,23798.61218,50442.7106,112094.9124,198321.7682,"439,412","1,999,083","4,338,073","2,129,803","594,965","9,699,658",-1
SA,5221,45,55,63,na,na,6,169,,45,55,63,5,1,"6,036,064", 0.897823 , 0.897823 ,8170.1893,24779.9148,52522.6455,116716.99,206499.29,"367,659","1,362,895","3,308,927","583,585","206,499","6,036,064",0,0.897823,"if range(""R1253"")=1 then Range(""AD1253"").GoalSeek goal:=0, changingcell:=Range(""R1253"")",8170.2,24779.90909,52522.65079,116717,206499,"367,659","1,362,895","3,308,927","583,585","206,499","6,036,064",0
SA,5222,107,130,124,na,na,40,401,,107,130,124,34,6,"15,823,156", 0.886664 , 0.886664 ,8068.6424,24471.9264,51869.844,115266.32,203932.72,"863,345","3,181,350","6,431,861","3,919,055","1,223,596","15,823,140",16,0.886664,"if range(""R1254"")=1 then Range(""AD1254"").GoalSeek goal:=0, changingcell:=Range(""R1254"")",8068.653019,24471.94782,51869.89922,115266.4401,203932.8729,"863,346","3,181,353","6,431,868","3,919,059","1,223,597","15,823,156",0
SA,5223,523,610,724,181,18,na,"2,056",,523,610,724,181,18,"81,931,359", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"4,759,300","16,836,000","42,354,000","23,530,000","4,140,000","91,849,300","-9,917,941",1,"if range(""R1255"")=1 then Range(""AD1255"").GoalSeek goal:=0, changingcell:=Range(""R1255"")",8117.376691,24619.7359,52183.13587,115962.5242,205164.4658,"4,245,388","15,018,039","37,780,590","20,989,217","3,692,960","81,931,358",-1
SA,5231,149,167,251,126,22,na,715,,149,167,251,126,22,"43,667,038", 1.031863 , 1.031863 ,9389.9533,28479.4188,60363.9855,134142.19,237328.49,"1,399,103","4,756,063","15,151,360","16,901,916","5,221,227","43,666,997",41,1.031863,"if range(""R1256"")=1 then Range(""AD1256"").GoalSeek goal:=0, changingcell:=Range(""R1256"")",9389.961837,28479.4459,60364.04074,134142.3164,237328.7228,"1,399,104","4,756,067","15,151,374","16,901,932","5,221,232","43,667,038",0
SA,5232,51,74,97,53,6,na,281,,51,74,97,53,6,"16,999,760", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"464,100","2,042,400","5,674,500","6,890,000","1,380,000","16,681,000","318,760",1,"if range(""R1257"")=1 then Range(""AD1257"").GoalSeek goal:=0, changingcell:=Range(""R1257"")",9273.893412,28127.41298,59617.88622,132484.1916,234395.1082,"472,969","2,081,429","5,782,935","7,021,662","1,406,371","16,999,761",1
SA,5233,192,210,328,145,17,na,892,,192,210,328,145,17,"45,341,418", 0.911914 , 0.911914 ,8298.4174,25168.8264,53346.969,118548.82,209740.22,"1,593,296","5,285,454","17,497,806","17,189,579","3,565,584","45,341,459",-41,0.911914,"if range(""R1258"")=1 then Range(""AD1258"").GoalSeek goal:=0, changingcell:=Range(""R1258"")",8298.409163,25168.80581,53346.92127,118548.7135,209740.0456,"1,593,295","5,285,449","17,497,790","17,189,563","3,565,581","45,341,418",0
SA,5234,198,196,321,145,10,na,870,,198,196,321,145,10,"42,735,489", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"1,801,800","5,409,600","18,778,500","18,850,000","2,300,000","47,369,900","-4,634,411",1,"if range(""R1259"")=1 then Range(""AD1259"").GoalSeek goal:=0, changingcell:=Range(""R1259"")",8209.70595,24899.7675,52776.68111,117281.5136,207498.0625,"1,625,522","4,880,354","16,941,315","17,005,819","2,074,981","42,735,489",0
SA,5235,314,348,496,160,11,na,"1,329",,314,348,496,160,11,"58,937,561", 0.906200 , 0.906200 ,8246.42,25011.12,53012.7,117806,208426,"2,589,376","8,703,870","26,294,299","18,848,960","2,292,686","58,937,617",-56,0.9062,"if range(""R1260"")=1 then Range(""AD1260"").GoalSeek goal:=0, changingcell:=Range(""R1260"")",8246.412547,25011.09693,53012.64923,117805.8881,208425.802,"2,589,374","8,703,862","26,294,274","18,848,942","2,292,684","58,937,562",1
SA,5236,32,33,54,na,na,21,140,,32,33,54,18,3,"6,972,555", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"291,200","910,800","3,159,000","2,340,000","690,000","7,621,000","-648,445",1,"if range(""R1261"")=1 then Range(""AD1261"").GoalSeek goal:=0, changingcell:=Range(""R1261"")",8325.711914,25251.60976,53522.43374,118938.7416,210430.0814,"266,423","833,303","2,890,211","2,140,897","631,290","6,972,554",-1
SA,5237,50,55,68,na,na,15,188,,50,55,68,13,2,"6,974,857", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"455,000","1,518,000","3,978,000","1,690,000","460,000","8,331,000","-1,356,143",1,"if range(""R1262"")=1 then Range(""AD1262"").GoalSeek goal:=0, changingcell:=Range(""R1262"")",7618.677074,23107.1964,48977.20976,108838.2439,192559.97,"380,934","1,270,896","3,330,450","1,414,897","385,120","6,974,857",0
SA,5238,522,599,723,158,17,na,"2,019",,522,599,723,158,17,"79,336,811", 0.898919 , 0.898919 ,8180.1629,24810.1644,52586.7615,116859.47,206751.37,"4,270,045","14,861,288","38,020,229","18,463,796","3,514,773","79,336,882",-71,0.898919,"if range(""R1263"")=1 then Range(""AD1263"").GoalSeek goal:=0, changingcell:=Range(""R1263"")",8180.155515,24810.1414,52586.71504,116859.3638,206751.1679,"4,270,041","14,861,275","38,020,195","18,463,779","3,514,770","79,336,811",0
SA,5240,94,69,127,na,na,44,334,,94,69,127,37,7,"14,941,387", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"855,400","1,904,400","7,429,500","4,810,000","1,610,000","16,839,300","-1,897,913",1,"if range(""R1264"")=1 then Range(""AD1264"").GoalSeek goal:=0, changingcell:=Range(""R1264"")",8074.36305,24489.27694,51906.6196,115348.0436,204077.3078,"758,990","1,689,760","6,592,141","4,267,878","1,428,541","14,941,387",0
SA,5241,265,348,637,204,19,na,"1,473",,265,348,637,204,19,"79,133,089", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"2,411,500","9,604,800","37,264,500","26,520,000","4,370,000","80,400,800","-1,267,711",1,"if range(""R1265"")=1 then Range(""AD1265"").GoalSeek goal:=0, changingcell:=Range(""R1265"")",8956.516725,27164.81996,57577.60752,127950.2389,226373.4996,"2,373,477","9,453,357","36,676,936","26,101,849","4,301,096","79,133,088",-1
SA,5242,210,223,363,189,31,na,"1,016",,210,223,363,189,31,"59,193,485", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"1,911,000","6,154,800","21,235,500","24,570,000","7,130,000","61,231,300","-2,037,815",1,"if range(""R1266"")=1 then Range(""AD1266"").GoalSeek goal:=0, changingcell:=Range(""R1266"")",8797.146451,26681.45517,56553.08433,125673.5207,222345.4598,"1,847,401","5,949,965","20,528,770","23,752,295","6,892,709","59,193,485",0
SA,5243,112,127,209,105,24,na,577,,112,127,209,105,24,"34,111,066", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"1,019,200","3,505,200","12,226,500","13,650,000","5,520,000","36,150,900","-2,039,834",1,"if range(""R1267"")=1 then Range(""AD1267"").GoalSeek goal:=0, changingcell:=Range(""R1267"")",8586.5276,26042.65514,55199.106,122664.68,217022.1261,"961,691","3,307,417","11,536,613","12,879,791","5,208,531","34,111,065",-1
SA,5244,505,561,985,376,37,na,"2,464",,505,561,985,376,37,"125,257,386", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"4,595,500","15,483,600","57,622,500","48,880,000","8,510,000","135,321,600","-10,064,214",1,"if range(""R1268"")=1 then Range(""AD1268"").GoalSeek goal:=0, changingcell:=Range(""R1268"")",8423.209692,25547.31731,54149.20516,120331.567,212894.3109,"4,253,721","14,332,045","53,336,967","45,244,669","7,877,090","125,257,386",0
SA,5245,374,477,659,379,56,na,"1,945",,374,477,659,379,56,"111,366,772", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"3,403,400","13,165,200","38,551,500","49,270,000","12,880,000","117,500,100","-6,133,328",1,"if range(""R1269"")=1 then Range(""AD1269"").GoalSeek goal:=0, changingcell:=Range(""R1269"")",8624.993725,26159.32163,55446.38823,123214.1961,217994.3469,"3,225,748","12,477,996","36,539,170","46,698,180","12,207,683","111,366,771",-1
SA,5250,384,499,821,426,45,na,"2,175",,384,499,821,426,45,"119,970,985", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"3,494,400","13,772,400","48,028,500","55,380,000","10,350,000","131,255,300","-11,284,315",1,"if range(""R1270"")=1 then Range(""AD1270"").GoalSeek goal:=0, changingcell:=Range(""R1270"")",8317.652419,25227.16558,53470.62269,118823.606,210226.3798,"3,193,979","12,588,356","43,899,381","50,618,856","9,460,187","119,970,985",0
SA,5251,"1,469","2,085","3,394","1,232",104,na,"8,284",,"1,469","2,085","3,394","1,232",104,"419,042,221", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"13,367,900","57,546,000","198,549,000","160,160,000","23,920,000","453,772,900","-34,730,679",1,"if range(""R1271"")=1 then Range(""AD1271"").GoalSeek goal:=0, changingcell:=Range(""R1271"")",8403.508035,25487.56283,54022.55165,120050.1148,212396.3569,"12,344,753","53,141,569","183,352,540","147,901,741","22,089,221","419,042,220",-1
SA,5252,671,881,"1,620",551,25,na,"3,748",,671,881,"1,620",551,25,"183,323,987", 0.903956 , 0.903956 ,8225.9996,24949.1856,52881.426,117514.28,207909.88,"5,519,646","21,980,233","85,667,910","64,750,368","5,197,747","183,323,814",173,0.903956,"if range(""R1272"")=1 then Range(""AD1272"").GoalSeek goal:=0, changingcell:=Range(""R1272"")",8226.007763,24949.2097,52881.47583,117514.3904,207910.0762,"5,519,651","21,980,254","85,667,991","64,750,429","5,197,752","183,323,987",0
SA,5253,"2,032","3,007","4,075",666,53,na,"9,833",,"2,032","3,007","4,075",666,53,"396,259,489", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"18,491,200","82,993,200","238,387,500","86,580,000","12,190,000","438,871,900","-42,612,411",1,"if range(""R1273"")=1 then Range(""AD1273"").GoalSeek goal:=0, changingcell:=Range(""R1273"")",8216.432517,24920.16895,52819.92332,117377.6074,207668.0746,"16,695,791","74,934,948","215,241,188","78,173,487","11,006,408","396,259,490",1
SA,5254,304,306,471,116,11,na,"1,208",,304,306,471,116,11,"51,242,996", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"2,766,400","8,445,600","27,553,500","15,080,000","2,530,000","56,605,500","-5,362,504",1,"if range(""R1274"")=1 then Range(""AD1274"").GoalSeek goal:=0, changingcell:=Range(""R1274"")",8237.914401,24985.3228,52958.02115,117684.4914,208211.0233,"2,504,326","7,645,509","24,943,228","13,651,401","2,290,321","51,242,996",0
SA,5255,"1,076","1,351","2,024",635,58,na,"5,144",,"1,076","1,351","2,024",635,58,"238,919,144", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"9,791,600","37,287,600","118,404,000","82,550,000","13,340,000","261,603,200","-22,684,056",1,"if range(""R1275"")=1 then Range(""AD1275"").GoalSeek goal:=0, changingcell:=Range(""R1275"")",8310.923606,25206.75731,53427.36604,118727.4801,210056.3109,"8,942,554","34,054,329","108,136,989","75,391,950","12,183,266","238,919,144",0
SA,5256,145,194,214,na,na,40,593,,145,194,214,34,6,"22,682,384", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"1,319,500","5,354,400","12,519,000","4,420,000","1,380,000","25,222,900","-2,540,516",1,"if range(""R1276"")=1 then Range(""AD1276"").GoalSeek goal:=0, changingcell:=Range(""R1276"")",8183.424364,24820.05631,52607.72806,116906.0623,206833.8026,"1,186,597","4,815,091","11,258,054","3,974,806","1,241,003","22,682,385",1
SA,5259,97,149,169,na,na,29,444,,97,149,169,25,4,"16,324,820", 0.846652 , 0.846652 ,7704.5332,23367.5952,49529.142,110064.76,194729.96,"747,340","3,481,772","8,370,425","2,751,619","778,920","16,324,806",14,0.846652,"if range(""R1277"")=1 then Range(""AD1277"").GoalSeek goal:=0, changingcell:=Range(""R1277"")",7704.54269,23367.61736,49529.18449,110064.8544,194730.167,"747,341","3,481,775","8,370,432","2,751,621","778,921","16,324,820",0
SA,5260,182,260,344,53,6,na,845,,182,260,344,53,6,"33,922,510", 0.905659 , 0.905659 ,8241.4969,24996.1884,52981.0515,117735.67,208301.57,"1,499,952","6,499,009","18,225,482","6,239,991","1,249,809","33,922,545",-35,0.905659,"if range(""R1278"")=1 then Range(""AD1278"").GoalSeek goal:=0, changingcell:=Range(""R1278"")",8241.486002,24996.16267,52980.99766,117735.5578,208301.2851,"1,499,950","6,499,002","18,225,463","6,239,985","1,249,808","33,922,509",-1
SA,5261,56,63,85,na,na,26,230,,56,63,85,22,4,"9,423,624", 0.839081 , 0.839081 ,7635.6371,23158.6356,49086.2385,109080.53,192988.63,"427,596","1,458,994","4,172,330","2,399,772","771,955","9,423,636",-12,0.839081,"if range(""R1279"")=1 then Range(""AD1279"").GoalSeek goal:=0, changingcell:=Range(""R1279"")",7635.633134,23158.60543,49086.17279,109080.4066,192988.5042,"427,595","1,458,992","4,172,325","2,399,769","771,954","9,423,624",0
SA,5262,81,63,143,34,8,na,329,,81,63,143,34,8,"16,399,702", 0.946243 , 0.946243 ,8610.8113,26116.3068,55355.2155,123011.59,217635.89,"697,476","1,645,327","7,915,796","4,182,394","1,741,087","16,399,716",-14,0.946243,"if range(""R1280"")=1 then Range(""AD1280"").GoalSeek goal:=0, changingcell:=Range(""R1280"")",8610.807464,26116.27929,55355.16953,123011.4832,217635.6892,"697,475","1,645,326","7,915,789","4,182,390","1,741,086","16,399,702",0
SA,5263,37,32,69,25,8,na,171,,37,32,69,25,8,"9,939,966", 0.939826 , 0.939826 ,8552.4166,25939.1976,54979.821,122177.38,216159.98,"316,439","830,054","3,793,608","3,054,435","1,729,280","9,939,976",-10,0.939826,"if range(""R1281"")=1 then Range(""AD1281"").GoalSeek goal:=0, changingcell:=Range(""R1281"")",8552.396801,25939.1614,54979.77078,122177.2771,216159.7825,"316,439","830,053","3,793,604","3,054,432","1,729,278","9,939,966",0
SA,5264,169,223,276,54,7,na,729,,169,223,276,54,7,"29,116,579", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"1,537,900","6,154,800","16,146,000","7,020,000","1,610,000","32,698,700","-3,582,121",1,"if range(""R1282"")=1 then Range(""AD1282"").GoalSeek goal:=0, changingcell:=Range(""R1282"")",8103.101007,24576.43822,52091.36362,115758.5858,204803.6518,"1,369,424","5,480,546","14,377,216","6,250,964","1,433,626","29,116,580",1
SA,5265,73,45,76,na,na,15,209,,73,45,76,13,2,"7,358,339", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"664,300","1,242,000","4,446,000","1,690,000","460,000","8,732,300","-1,373,961",1,"if range(""R1283"")=1 then Range(""AD1283"").GoalSeek goal:=0, changingcell:=Range(""R1283"")",7668.184201,23257.34988,49295.46986,109545.4886,193811.249,"559,777","1,046,581","3,746,456","1,424,091","387,622","7,358,338",-1
SA,5266,98,104,169,43,6,na,420,,98,104,169,43,6,"18,994,200", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"891,800","2,870,400","9,886,500","5,590,000","1,380,000","20,848,700","-1,854,500",1,"if range(""R1284"")=1 then Range(""AD1284"").GoalSeek goal:=0, changingcell:=Range(""R1284"")",8290.551449,25144.96923,53296.40217,118436.4493,209541.4103,"812,474","2,615,077","9,007,092","5,092,767","1,257,248","18,994,199",-1
SA,5267,293,308,488,126,13,na,"1,228",,293,308,488,126,13,"52,044,491", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"2,666,300","8,500,800","28,548,000","16,380,000","2,990,000","59,315,100","-7,270,609",1,"if range(""R1285"")=1 then Range(""AD1285"").GoalSeek goal:=0, changingcell:=Range(""R1285"")",7984.5582,24216.90179,51329.30272,114065.1171,201807.5149,"2,339,476","7,458,806","25,048,700","14,372,205","2,623,498","52,044,493",2
SA,5268,555,617,983,192,12,na,"2,359",,555,617,983,192,12,"95,310,939", 0.886324 , 0.886324 ,8065.5484,24462.5424,51849.954,115222.12,203854.52,"4,476,379","15,093,389","50,968,505","22,122,647","2,446,254","95,311,029",-90,0.886324,"if range(""R1286"")=1 then Range(""AD1286"").GoalSeek goal:=0, changingcell:=Range(""R1286"")",8065.540132,24462.51985,51849.90526,115222.011,203854.3075,"4,476,375","15,093,375","50,968,457","22,122,626","2,446,252","95,310,939",0
SA,5269,34,34,38,na,na,4,110,,34,34,38,3,1,"2,872,339", 0.664771 , 0.664771 ,6049.4161,18347.6796,38889.1035,86420.23,152897.33,"205,680","623,821","1,477,786","259,261","152,897","2,872,342",-3,0.664771,"if range(""R1287"")=1 then Range(""AD1287"").GoalSeek goal:=0, changingcell:=Range(""R1287"")",6049.405446,18347.65731,38889.06465,86420.24307,152896.8403,"205,680","623,820","1,477,784","259,261","152,897","2,872,339",0
SA,5270,113,94,154,na,na,45,406,,113,94,154,38,7,"15,848,268", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"1,028,300","2,594,400","9,009,000","4,940,000","1,610,000","19,411,700","-3,563,432",1,"if range(""R1288"")=1 then Range(""AD1288"").GoalSeek goal:=0, changingcell:=Range(""R1288"")",7429.500703,22533.4307,47761.07595,106135.7243,187778.5892,"839,534","2,118,142","7,355,206","4,033,158","1,314,450","15,848,269",1
SA,5271,"1,065","1,271","1,989",455,81,na,"4,861",,"1,065","1,271","1,989",455,81,"218,269,637", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"9,691,500","35,079,600","116,356,500","59,150,000","18,630,000","239,137,600","-20,867,963",1,"if range(""R1289"")=1 then Range(""AD1289"").GoalSeek goal:=0, changingcell:=Range(""R1289"")",8305.902948,25191.52982,53395.09038,118655.7564,209929.4152,"8,845,787","32,018,434","106,202,835","53,988,369","17,004,283","218,269,637",0
SA,5272,113,130,223,58,16,na,540,,113,130,223,58,16,"27,351,790", 0.939544 , 0.939544 ,8549.8504,25931.4144,54963.324,122140.72,216095.12,"966,133","3,371,084","12,256,821","7,084,162","3,457,522","27,351,817",-27,0.939544,"if range(""R1290"")=1 then Range(""AD1290"").GoalSeek goal:=0, changingcell:=Range(""R1290"")",8549.841118,25931.38979,54963.26861,122140.6036,216094.9117,"966,132","3,371,081","12,256,809","7,084,155","3,457,519","27,351,791",1
SA,5273,20,28,33,na,na,13,94,,20,28,33,11,2,"5,239,324", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"182,000","772,800","1,930,500","1,430,000","460,000","5,005,300","234,024",1,"if range(""R1291"")=1 then Range(""AD1291"").GoalSeek goal:=0, changingcell:=Range(""R1291"")",9525.472679,28890.44461,61235.18151,136078.1811,240753.7051,"190,509","808,932","2,020,761","1,496,860","481,507","5,239,323",-1
SA,5275,288,373,464,210,29,na,"1,364",,288,373,464,210,29,"67,593,100", 0.910228 , 0.910228 ,8283.0748,25122.2928,53248.338,118329.64,209352.44,"2,385,526","9,370,615","24,707,229","24,849,224","6,071,221","67,593,167",-67,0.910228,"if range(""R1292"")=1 then Range(""AD1292"").GoalSeek goal:=0, changingcell:=Range(""R1292"")",8283.068179,25122.26732,53248.28558,118329.5208,209352.2408,"2,385,524","9,370,606","24,707,205","24,849,199","6,071,215","67,593,101",1
SA,5276,213,259,269,91,22,na,854,,213,259,269,91,22,"39,762,633", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"1,938,300","7,148,400","15,736,500","11,830,000","5,060,000","41,943,200","-2,180,567",1,"if range(""R1293"")=1 then Range(""AD1293"").GoalSeek goal:=0, changingcell:=Range(""R1293"")",8626.904011,26165.11546,55458.66864,123241.4859,218042.6288,"1,837,531","6,776,765","14,918,382","11,214,975","4,796,938","39,762,634",1
SA,5277,329,422,657,192,22,na,"1,622",,329,422,657,192,22,"77,756,908", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"2,993,900","11,647,200","38,434,500","24,960,000","5,060,000","83,325,600","-5,568,692",1,"if range(""R1294"")=1 then Range(""AD1294"").GoalSeek goal:=0, changingcell:=Range(""R1294"")",8491.842397,25755.47804,54590.41541,121312.0342,214628.9836,"2,793,816","10,868,812","35,865,903","23,291,911","4,721,838","77,756,909",1
SA,5278,77,70,131,40,6,na,324,,77,70,131,40,6,"16,893,106", 0.987542 , 0.987542 ,8986.6322,27256.1592,57771.207,128380.46,227134.66,"691,971","1,907,931","7,568,028","5,135,218","1,362,808","16,893,091",15,0.987542,"if range(""R1295"")=1 then Range(""AD1295"").GoalSeek goal:=0, changingcell:=Range(""R1295"")",8986.644343,27256.18134,57771.2574,128380.564,227134.8683,"691,972","1,907,933","7,568,035","5,135,223","1,362,809","16,893,107",1
SA,5279,51,59,72,na,na,35,217,,51,59,72,30,5,"10,135,966", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"464,100","1,628,400","4,212,000","3,900,000","1,150,000","11,584,500","-1,448,534",1,"if range(""R1296"")=1 then Range(""AD1296"").GoalSeek goal:=0, changingcell:=Range(""R1296"")",7962.129621,24148.87665,51185.119,113744.7089,201240.6388,"406,069","1,424,784","3,685,329","3,412,341","1,006,203","10,135,967",1
SA,5280,849,"1,053","1,420",660,65,na,"4,047",,849,"1,053","1,420",660,65,"202,191,996", 0.915565 , 0.915565 ,8331.6415,25269.594,53560.5525,119023.45,210579.95,"7,073,564","26,608,882","76,055,985","78,555,477","13,687,697","202,192,185",-189,0.915565,"if range(""R1297"")=1 then Range(""AD1297"").GoalSeek goal:=0, changingcell:=Range(""R1297"")",8331.634144,25269.56992,53560.50275,119023.3387,210579.757,"7,073,557","26,608,857","76,055,914","78,555,404","13,687,684","202,191,996",0
SA,5290,"2,510","3,932","6,400","1,909",141,na,"14,892",,"2,510","3,932","6,400","1,909",141,"716,099,369", 1.000000 , 1.000000 ,9100,27600,58500,130000,230000,"22,841,000","108,523,200","374,400,000","248,170,000","32,430,000","786,594,200","-70,494,831",1,"if range(""R1298"")=1 then Range(""AD1298"").GoalSeek goal:=0, changingcell:=Range(""R1298"")",8284.455006,25126.47892,53257.21075,118349.3572,209387.3243,"20,793,982","98,797,315","340,846,149","225,928,923","29,523,613","716,099,369",0
SA,5291,726,949,"1,582",673,85,na,"4,015",,726,949,"1,582",673,85,"215,484,304", 0.926353 , 0.926353 ,8429.8123,25567.3428,54191.6505,120425.89,213061.19,"6,120,044","24,263,408","85,731,191","81,046,624","18,110,201","215,484,529",-225,0.926353,"if range(""R1299"")=1 then Range(""AD1299"").GoalSeek goal:=0, changingcell:=Range(""R1299"")",8429.80387,25567.31577,54191.59386,120425.7643,213060.9658,"6,120,038","24,263,383","85,731,101","81,046,539","18,110,182","215,484,304",0
