"Taxation statistics 2015–16 Individuals: Selected items, by lodgment method, gender, taxable status, state/territory and age range, 2015–16 income year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agent,Female,Non Taxable,ACT,i. 55 - 59,767,746,"9,060,014",188,"418,779",7,"4,257",0,0,0,0,0,0,1,"2,325",310,"4,301,172",261,"516,013",71,"339,381",2,"17,550",1,151,43,"326,896",17,"152,985",127,"803,908",85,"1,251,509",511,"830,993",75,"21,074",293,"425,420",293,"181,891",759,"10,624,853",48,"76,978",8,"6,355",72,"12,227",5,"5,887",127,"88,048",165,"189,495",59,"34,244",13,"7,672",20,"71,615",130,"47,553",301,"126,890",439,"1,299,159",26,"553,173",48,"370,239",11,"-263,711",135,"666,104",53,"39,089",9,"54,259",1,"8,539",33,"452,138",70,"300,540",0,0,93,"1,229,684",107,"4,831,294",77,"262,684",67,"44,114",68,"73,853",254,"5,113,986",203,"2,553,348",190,"667,453",258,"3,095,340",95,"596,458",163,"-1,798,613",258,"-1,202,155",20,"48,469",8,"7,196",23,"575,583",31,"243,081",105,"5,078,608",102,"4,574,654",111,"131,819",0,0,19,"11,284",5,78,165,"49,803",25,"316,367",46,"544,882",4,"28,487",0,0,565,494,"313,458",68,"31,235",67,"27,741"
Agent,Female,Non Taxable,ACT,j. 60 - 64,"1,068","1,043","11,223,811",250,"184,790",8,"6,272",0,0,0,0,0,0,0,0,331,"4,194,255",272,"480,840",59,"129,099",11,"60,053",3,"8,717",38,"292,339",32,"266,980",45,"157,910",245,"3,739,453",858,"1,585,025",157,"92,651",536,"823,917",535,"352,943","1,062","13,235,301",34,"48,396",12,"4,738",65,"11,854",3,"1,324",128,"75,689",156,"142,001",82,"56,718",30,"26,874",16,"12,545",250,"190,292",476,"188,667",645,"1,293,697",24,"543,462",59,"498,363",9,"-197,372",183,"1,297,463",80,"85,870",4,"43,717",0,0,14,"157,178",95,"451,482",0,0,129,"1,383,970",173,"3,467,118",103,"406,226",90,"152,488",85,"58,053",320,"6,571,369",228,"3,096,401",213,"787,958",321,"3,695,453",140,"905,511",180,"-1,913,954",321,"-1,008,443",21,"53,318",11,"44,473",34,"598,749",20,"76,466",86,"3,271,012",83,"2,805,288",92,"268,950",0,0,51,"47,162",6,59,232,"71,083",1,16,45,"504,852",2,"39,759",0,0,898,812,"592,429",108,"58,261",90,"35,764"
Agent,Female,Non Taxable,ACT,k. 65 - 69,"1,550","1,525","24,219,620",664,"949,439",6,"1,834",0,0,0,0,0,0,0,0,329,"3,737,446",265,"436,579",69,"260,892",10,"16,739",0,0,16,"63,281",612,"5,266,577",0,0,505,"8,254,790","1,284","2,515,163",270,"126,969",876,"1,702,017",876,"728,736","1,545","26,248,519",32,"61,152",8,"3,305",75,"12,044",6,"10,387",142,"79,601",174,"166,489",62,"26,176",45,"73,516",58,"80,703",480,"418,661",768,"284,461",970,"1,531,074",15,"276,745",53,"368,731",17,"-80,600",319,"1,375,950",147,"105,742",6,"10,931",1,"89,646",21,"189,935",149,"405,154",0,0,208,"1,020,486",283,"6,016,510",249,"654,728",175,"144,220",160,"17,272",343,"6,769,690",187,"2,067,174",219,"615,689",345,"3,671,476",215,"1,425,760",130,"-1,010,409",346,"415,351",28,"27,707",14,"8,286",23,"451,055",21,"15,289",102,"3,190,309",99,"2,597,399",112,"467,323",0,0,95,"97,281",2,98,248,"75,989",0,0,29,"255,936",2,"48,128",0,0,"1,292","1,200","1,046,030",122,"73,972",73,"20,280"
Agent,Female,Non Taxable,ACT,l. 70 - 74,"1,086","1,074","18,681,682",521,"807,951",2,898,0,0,0,0,0,0,0,0,109,"938,684",79,"93,496",20,"124,095",0,0,0,0,2,"9,547",514,"4,709,535",0,0,381,"6,284,545",963,"2,646,080",215,"92,941",660,"1,701,332",659,"728,474","1,085","19,658,035",9,"10,884",2,"1,494",16,"2,835",0,0,38,"16,342",49,"31,555",36,"13,557",32,"30,160",56,"82,507",336,"284,675",543,"192,218",673,"771,369",1,"5,684",15,"150,981",13,"-251,022",280,"942,006",155,"112,701",1,554,0,0,9,"191,991",154,"407,547",0,0,216,"1,132,429",209,"2,992,824",234,"495,808",170,"85,982",163,"26,859",191,"3,423,123",66,"569,598",109,"392,787",190,"1,701,791",144,"1,000,789",48,"-241,842",193,"758,947",17,"15,786",16,"7,252",3,"105,000",11,"8,533",53,"1,181,400",53,"1,079,306",58,"-163,552",0,0,103,"85,703",0,0,215,"72,209",0,0,16,"144,687",3,"38,138",0,0,909,848,"852,053",76,"53,923",46,"7,222"
Agent,Female,Non Taxable,ACT,m. 75 and over,"1,540","1,536","30,777,747",919,"1,567,028",14,"5,946",0,0,0,0,0,0,0,0,44,"437,105",32,"59,833",13,"63,494",1,"25,686",0,0,4,"48,759",882,"9,268,429",0,0,543,"8,368,325","1,397","4,955,201",326,"180,956",963,"3,266,150",963,"1,398,827","1,539","32,756,837",4,"4,788",1,"10,974",1,150,0,0,13,"12,218",16,"28,130",38,"21,467",72,"78,488",96,"187,117",498,"930,435",878,"343,482","1,036","1,752,481",0,0,1,"1,322",10,"-12,383",549,"1,371,108",383,"295,659",3,"22,714",1,809,10,"150,355",309,"869,698",0,0,452,"3,105,198",312,"6,642,574",540,"1,242,628",409,"399,574",395,"86,442",198,"3,949,626",31,"264,900",94,"206,721",199,"2,283,877",163,"1,463,760",37,"-269,632",200,"1,194,128",34,"24,909",57,"22,847",1,"35,000",49,"93,482",33,"824,422",35,"853,252",39,"-154,506",0,0,170,"184,041",0,0,336,"113,375",0,0,13,"105,797",0,0,0,0,"1,144","1,064","1,097,209",57,"45,723",27,"3,329"
Agent,Female,Non Taxable,NSW,a. Under 18,"8,269","8,201","59,088,699",496,"133,938",3,640,0,0,0,0,0,0,0,0,"6,445","52,041,027","4,720","2,188,056",931,"770,197",7,"4,104",8,"3,085",197,"775,791",10,"27,089",17,"36,402",6,"41,194","3,807","661,788",38,"5,227",226,"178,837",226,"76,595","8,204","59,886,802",49,"48,931",24,"12,286","1,442","244,677",63,"79,925","1,022","275,228","1,991","661,047",3,345,36,"10,922",7,526,188,"9,260",367,"55,512","2,275","748,979",1,5,53,"120,128",60,"61,845","1,618","4,029,581","1,034","795,932",15,"66,306",0,0,1,847,259,"452,019",0,0,272,"857,189",45,"196,262",310,"240,198",307,"239,329",272,"25,031",9,"85,179",5,"34,766",2,"2,071",9,"45,315",6,"22,616",3,"-19,589",9,"3,027",46,"123,925",12,"37,053",0,0,6,"11,367",42,"338,706",23,"86,166",44,"251,030",0,0,0,0,0,0,479,"126,923",0,0,58,"843,430",0,0,28,"82,547","3,105",71,"52,683",0,0,0,0
Agent,Female,Non Taxable,NSW,b. 18 - 24,"42,333","42,128","554,127,218","10,171","4,159,222",43,"19,631",1,"1,451",0,0,0,0,3,"13,175","39,249","450,544,225","36,852","39,381,447","6,598","4,211,919",76,"100,179",184,"166,757","10,002","55,515,853","1,513","18,434,741",15,"44,968",5,"39,202","20,148","3,631,342",175,"52,916",793,"850,613",792,"363,658","42,147","566,627,439","1,864","2,388,153",468,"305,607","11,363","2,350,127",991,"2,585,557","8,900","3,006,965","15,408","10,636,409",53,"19,885",134,"13,844",29,"14,060","2,449","302,495","7,029","968,849","18,246","12,178,929",115,"2,062,886",512,"511,162",88,"-43,413","1,556","10,534,362",584,"1,037,260",628,"3,399,024",3,"10,966",243,"1,601,488",365,"1,029,496",0,0,393,"1,951,916",113,"524,320",512,"2,768,177",417,"1,716,141",416,"240,015",402,"6,231,422",352,"4,257,646",130,"423,730",405,"2,719,703",127,"717,048",282,"-1,886,705",409,"-1,169,657",291,"831,521",83,"340,468",7,"39,946",52,"183,207","2,154","42,001,862","1,643","28,177,459","2,171","13,214,879",0,0,0,0,36,384,"8,300","2,125,924",0,0,"15,144","284,947,823",0,0,117,"445,696","10,905","1,730","695,259",340,"45,440",77,"2,200"
Agent,Female,Non Taxable,NSW,c. 25 - 29,"26,660","26,087","339,068,442","7,240","4,598,266",70,"46,492",2,"4,454",0,0,0,0,7,"28,201","21,251","253,046,735","19,445","28,136,315","3,205","4,530,433",106,"247,123",153,"205,085","3,685","26,462,661","2,448","31,268,391",2,"6,636",3,"16,786","12,451","3,607,812",107,"57,514",611,"530,004",609,"227,015","26,091","351,097,738","1,553","2,243,338",372,"294,526","6,051","1,330,025",522,"2,320,211","5,874","2,658,359","8,849","8,846,459",120,"77,797",92,"68,100",15,"20,054","2,014","485,159","6,388","1,073,786","11,588","10,827,055",405,"7,735,946",303,"426,139",148,"-1,968,090",889,"4,437,518",185,"156,730",507,"3,417,305",12,"171,786",476,"3,247,502",194,"704,139",0,0,223,"1,640,550",188,"1,727,179",310,"3,198,020",194,"928,299",250,"455,595","1,730","27,725,424","1,646","19,447,088",724,"2,410,261","1,740","12,509,086",464,"1,820,729","1,279","-8,461,740","1,747","-6,641,011",201,"870,801",55,"318,364",8,"42,101",121,"213,599","3,574","104,466,378","2,994","80,978,042","3,596","22,032,602",0,0,0,0,55,824,"5,142","1,350,546",0,0,"6,081","148,839,427",4,"14,441",15,"74,478","7,040","6,293","2,870,130",860,"144,604",376,"38,885"
Agent,Female,Non Taxable,NSW,d. 30 - 34,"30,617","29,581","347,371,686","7,886","5,148,768",54,"47,180",3,"3,285",0,0,0,0,10,"35,674","21,046","260,421,517","18,292","27,315,715","3,397","7,803,779",197,"691,047",171,"391,691","3,603","27,180,118","2,752","34,255,897",11,"21,095",4,"48,641","15,417","6,438,337",339,"117,154","1,774","1,354,049","1,768","579,125","29,709","374,890,824","2,036","2,826,202",448,"327,374","6,479","1,405,349",462,"1,650,307","7,111","13,511,670","10,007","19,720,902",291,"165,222",180,"95,219",63,"70,056","2,797","561,974","8,544","1,895,981","14,226","23,669,995",743,"14,280,083",397,"889,621",406,"-4,675,470","1,810","7,497,083",397,"399,561",458,"3,698,499",27,"301,885",945,"9,593,272",543,"2,209,611",0,0,638,"5,905,340",640,"14,243,379",502,"3,278,322",419,"1,531,994",382,"613,497","4,467","72,188,514","4,279","48,550,675","2,106","6,359,646","4,507","31,580,661","1,301","5,440,272","3,222","-19,742,740","4,529","-14,302,468",329,"2,112,150",81,"370,765",28,"291,072",266,"761,352","5,403","162,224,802","4,822","131,395,353","5,494","25,384,705",0,0,0,0,79,"1,214","5,652","1,503,678",2,403,"6,112","112,077,838",210,"1,572,273",10,"64,290","13,760","12,823","6,635,581","1,286","253,346","1,086","277,007"
Agent,Female,Non Taxable,NSW,e. 35 - 39,"29,754","28,551","329,050,534","7,481","5,030,495",34,"42,675",5,"5,153",0,0,0,0,7,"43,338","17,935","225,763,754","14,742","21,790,781","3,130","9,103,571",161,"647,503",158,"406,617","3,757","29,731,542","2,621","31,728,646",17,"33,531",12,"63,500","15,369","9,201,865",619,"295,596","3,548","2,846,083","3,537","1,212,061","28,863","353,130,504","1,950","2,978,498",404,"326,879","5,810","1,236,652",408,"1,101,179","6,695","3,490,485","9,226","9,133,693",362,"200,052",238,"366,759",112,"364,476","2,987","727,267","8,510","2,700,604","14,097","14,574,183",637,"12,493,029",402,"1,284,299",517,"-7,909,047","2,513","11,860,293",664,"770,620",401,"3,094,841",28,"452,583","1,083","9,424,817",750,"3,516,486",0,0,954,"18,809,348","1,167","25,534,475",791,"3,992,865",675,"1,273,879",609,"710,006","5,265","88,646,628","4,914","57,201,576","2,447","6,612,655","5,292","38,951,826","1,856","8,936,881","3,470","-23,056,310","5,328","-14,119,429",429,"2,644,830",132,"686,702",49,"309,438",356,"761,610","6,091","216,559,075","5,646","181,971,002","6,200","27,916,359",0,0,0,0,83,"1,283","5,337","1,414,683",1,43,"5,390","86,990,864",550,"5,731,664",4,"9,371","15,895","14,851","8,094,136","1,299","271,618","1,780","604,827"
Agent,Female,Non Taxable,NSW,f. 40 - 44,"29,135","27,689","309,482,543","7,400","4,647,945",51,"54,072",5,"5,967",0,0,0,0,6,"15,515","15,942","205,307,885","12,595","19,021,625","3,216","11,143,664",121,"571,542",118,"337,313","3,830","32,075,527","2,102","25,100,050",34,"163,068",39,"454,573","15,195","12,513,969",984,"365,868","4,964","4,254,591","4,951","1,820,099","28,197","340,410,047","1,880","3,145,576",371,"283,318","5,456","1,193,526",341,"896,612","6,053","3,159,968","8,580","8,679,000",377,"180,812",313,"898,116",170,"587,045","3,107","846,864","8,454","2,671,942","13,879","16,353,828",578,"12,294,598",422,"1,634,714",701,"-9,796,642","3,221","13,155,066",919,"1,123,808",369,"2,999,771",40,"814,554","1,066","12,955,271",961,"5,225,852",0,0,"1,261","18,105,049","1,716","54,030,855","1,112","5,444,418",969,"1,673,507",850,"767,429","5,360","94,695,483","4,820","56,943,336","2,431","6,652,005","5,388","42,877,646","2,126","11,751,773","3,291","-23,529,277","5,424","-11,777,504",469,"2,017,489",136,"576,375",88,"870,470",433,"1,485,419","6,208","279,913,800","5,887","246,937,775","6,326","23,432,924",0,0,3,"3,412",98,"1,405","5,446","1,450,511",1,363,"4,175","57,157,946",683,"7,513,625",5,"24,867","16,148","14,929","8,519,295","1,290","317,797","1,927","716,737"
