"Australian Exporters: by Export Value Range, Industry, State, and Destination Country",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Total Goods and Services Credit ($m),404125,"per 5368.0 Table 1 'Credits, Total goods and services' for FY 2018",,,,,,
,DATA SOURCE,5368.0.55.006 Tables 6 & 7,,5368.0.55.006 Table 1.1,,,5368.0.55.006 Table 5.1,,,,,,,,,,"5368.0.55.006 Table 5.2, and 5368.0 Table 1",,,,,,,,
,,,,Number of Goods Exporters,,,Industry of exporter,,,,,,,,,,Value of Goods and Services Exports in FY 2018 by Industry of exporter (ratio per cell multiplied by Total Goods and Services),,,,,,,,
Destination Country,Value Range,State,Size,Total,,,"Agriculture, forestry and fishing",Mining,Manufacturing,Construction,Wholesale Trade,Retail Trade,"Transport, postal and warehousing",Other (c),TOTAL,,"Agriculture, forestry and fishing",Mining,Manufacturing,Construction,Wholesale Trade,Retail Trade,"Transport, postal and warehousing",Other (c),TOTAL
,,,,no.,%,,no.,no.,no.,no.,no.,no.,no.,no.,no.,,$,$,$,$,$,$,$,$,$
FRENCH POLYNESIA,$1m and less than $10m,VIC,Large,9,0.023188563,,0,0,2,0,3,1,1,2,9,,0,0,8531555,0,6827859,339988,418352,646683,16764437
FRENCH POLYNESIA,"$875,000 and less than $1m",VIC,Large,1,0.0025752,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,"$750,000 and less than $875,000",VIC,Medium,1,0.0025752,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,"$500,000 and less than $750,000",VIC,Medium,3,0.00902496,,0,0,1,0,1,0,0,1,3,,0,0,11995,0,27242,0,0,9387,48624
FRENCH POLYNESIA,"$250,000 and less than $500,000",VIC,Medium,7,0.019296365,,0,0,2,0,3,1,0,1,7,,0,0,25646,0,58247,11550,0,20070,115513
FRENCH POLYNESIA,"$100,000 and less than $250,000",VIC,Medium,13,0.033183633,,0,0,3,0,5,1,0,2,11,,0,0,44103,0,100167,19862,0,34514,198646
FRENCH POLYNESIA,"$55,000 and less than $100,000",VIC,Medium,22,0.055890081,,1,0,6,1,9,2,1,4,24,,34382,0,74281,4533,168707,33454,28650,58132,402138
FRENCH POLYNESIA,"$10,000 and less than $55,000",VIC,Small,22,0.055890081,,1,0,4,1,8,3,1,5,23,,2120,0,4836,630,15566,4678,1930,6869,36631
FRENCH POLYNESIA,"Less than $10,000",VIC,Small,37,0.09664057,,1,0,8,1,13,5,1,9,38,,3666,0,8362,1090,26916,8089,3338,11878,63339
FRENCH POLYNESIA,$100m or more,QLD,Large,0,0.000886438,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,$50m and less than $100m,QLD,Large,0,0.000553612,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,$10m and less than $50m,QLD,Large,1,0.002718628,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,$1m and less than $10m,QLD,Large,5,0.01299669,,0,0,1,0,1,1,0,1,4,,0,0,2311970,0,1526371,44221,0,184474,4067037
FRENCH POLYNESIA,"$875,000 and less than $1m",QLD,Large,1,0.001443344,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,"$750,000 and less than $875,000",QLD,Medium,1,0.001443344,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,"$500,000 and less than $750,000",QLD,Medium,2,0.005058296,,0,0,1,0,1,0,0,1,3,,0,0,3250,0,6090,0,0,2678,12018
FRENCH POLYNESIA,"$250,000 and less than $500,000",QLD,Medium,4,0.010815197,,0,0,1,0,1,1,0,1,4,,0,0,6950,0,13021,1502,0,5725,27199
FRENCH POLYNESIA,"$100,000 and less than $250,000",QLD,Medium,7,0.018598712,,0,0,2,1,2,1,0,2,8,,0,0,11951,1274,22392,2583,0,9846,48046
FRENCH POLYNESIA,"$55,000 and less than $100,000",QLD,Medium,12,0.031325187,,0,0,3,1,4,2,0,3,13,,0,0,20129,2145,37715,4351,0,16583,80923
FRENCH POLYNESIA,"$10,000 and less than $55,000",QLD,Small,12,0.031325187,,0,0,2,1,3,2,0,3,11,,0,0,1311,298,3480,608,0,1959,7657
FRENCH POLYNESIA,"Less than $10,000",QLD,Small,21,0.05416496,,1,0,4,1,6,3,1,6,22,,788,0,2266,516,6017,1052,217,3388,14244
FRENCH POLYNESIA,$100m or more,SA,Large,0,0.000297844,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,$50m and less than $100m,SA,Large,0,0.000186014,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,$10m and less than $50m,SA,Large,0,0.000913462,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,$1m and less than $10m,SA,Large,2,0.004366903,,0,0,1,0,1,0,0,0,2,,0,0,8437071,0,6410439,0,0,0,14847510
FRENCH POLYNESIA,"$875,000 and less than $1m",SA,Large,0,0.000484965,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,"$750,000 and less than $875,000",SA,Medium,0,0.000484965,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,"$500,000 and less than $750,000",SA,Medium,1,0.001699593,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,"$250,000 and less than $500,000",SA,Medium,1,0.003633918,,0,0,1,0,1,0,0,0,2,,0,0,25362,0,54686,0,0,0,80048
FRENCH POLYNESIA,"$100,000 and less than $250,000",SA,Medium,2,0.006249188,,0,0,1,0,1,0,0,1,3,,0,0,43614,0,94043,0,0,19999,157657
FRENCH POLYNESIA,"$55,000 and less than $100,000",SA,Medium,4,0.010525298,,0,0,2,0,1,0,0,1,4,,0,0,73458,0,158394,0,0,33684,265536
FRENCH POLYNESIA,"$10,000 and less than $55,000",SA,Small,4,0.010525298,,0,0,1,0,1,0,0,1,3,,0,0,4782,0,14615,0,0,3980,23378
FRENCH POLYNESIA,"Less than $10,000",SA,Small,7,0.018199487,,1,0,2,0,2,1,0,2,8,,2283,0,8269,0,25271,2289,0,6882,44995
FRENCH POLYNESIA,$100m or more,WA,Large,0,0.000499103,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,$50m and less than $100m,WA,Large,0,0.000311708,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,$10m and less than $50m,WA,Large,1,0.001530708,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,$1m and less than $10m,WA,Large,3,0.00731771,,0,1,1,0,1,0,0,1,4,,0,13637575,4073177,0,1160286,0,0,55046,18926083
FRENCH POLYNESIA,"$875,000 and less than $1m",WA,Large,0,0.000812667,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,"$750,000 and less than $875,000",WA,Medium,0,0.000812667,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,"$500,000 and less than $750,000",WA,Medium,1,0.002848044,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,"$250,000 and less than $500,000",WA,Medium,2,0.006089433,,0,0,1,0,1,0,0,1,3,,0,0,12244,0,9898,0,0,1708,23851
FRENCH POLYNESIA,"$100,000 and less than $250,000",WA,Medium,4,0.010471895,,0,0,1,0,1,0,0,1,3,,0,0,21056,0,17022,0,0,2938,41015
FRENCH POLYNESIA,"$55,000 and less than $100,000",WA,Medium,7,0.017637462,,0,0,2,1,2,1,0,2,8,,0,0,35464,1210,28669,1201,0,4948,71492
FRENCH POLYNESIA,"$10,000 and less than $55,000",WA,Small,7,0.017637462,,0,0,1,0,2,1,0,2,6,,0,0,2309,0,2645,168,0,585,5707
FRENCH POLYNESIA,"Less than $10,000",WA,Small,12,0.03049726,,1,0,2,1,3,2,0,4,13,,316,0,3992,291,4574,290,0,1011,10475
FRENCH POLYNESIA,$100m or more,TAS,Large,0,5.05327E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,$50m and less than $100m,TAS,Large,0,3.15594E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,$10m and less than $50m,TAS,Large,0,0.000154979,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,$1m and less than $10m,TAS,Large,0,0.000740895,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,"$875,000 and less than $1m",TAS,Large,0,8.228E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,"$750,000 and less than $875,000",TAS,Medium,0,8.228E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,"$500,000 and less than $750,000",TAS,Medium,0,0.000288356,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,"$250,000 and less than $500,000",TAS,Medium,0,0.000616536,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,"$100,000 and less than $250,000",TAS,Medium,0,0.001060247,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,"$55,000 and less than $100,000",TAS,Medium,1,0.001785738,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,"$10,000 and less than $55,000",TAS,Small,1,0.001785738,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,"Less than $10,000",TAS,Small,1,0.003087753,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,$100m or more,NT,Large,0,6.80503E-06,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,$50m and less than $100m,NT,Large,0,4.24998E-06,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,$10m and less than $50m,NT,Large,0,2.08705E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,$1m and less than $10m,NT,Large,0,9.97734E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,"$875,000 and less than $1m",NT,Large,0,1.10803E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,"$750,000 and less than $875,000",NT,Medium,0,1.10803E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,"$500,000 and less than $750,000",NT,Medium,0,3.88317E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,"$250,000 and less than $500,000",NT,Medium,0,8.30265E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,"$100,000 and less than $250,000",NT,Medium,0,0.000142779,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,"$55,000 and less than $100,000",NT,Medium,0,0.000240478,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,"$10,000 and less than $55,000",NT,Small,0,0.000240478,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,"Less than $10,000",NT,Small,0,0.000415815,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,$100m or more,ACT,Large,0,5.92857E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,$50m and less than $100m,ACT,Large,0,3.7026E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,$10m and less than $50m,ACT,Large,0,0.000181824,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,$1m and less than $10m,ACT,Large,0,0.00086923,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,"$875,000 and less than $1m",ACT,Large,0,9.65321E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,"$750,000 and less than $875,000",ACT,Medium,0,9.65321E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,"$500,000 and less than $750,000",ACT,Medium,0,0.000338303,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,"$250,000 and less than $500,000",ACT,Medium,0,0.00072333,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,"$100,000 and less than $250,000",ACT,Medium,0,0.001243898,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,"$55,000 and less than $100,000",ACT,Medium,1,0.002095056,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,"$10,000 and less than $55,000",ACT,Small,1,0.002095056,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,"Less than $10,000",ACT,Small,1,0.0036226,,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,22616,22616
GERMANY,$100m or more,NSW,Large,5,0%,,0,0,1,0,2,1,0,1,5,,0,0,4100622,0,2625630,90517,0,394551,7211321
GERMANY,$50m and less than $100m,NSW,Large,3,0.001119349,,0,0,1,0,1,0,0,1,3,,0,0,2560983,0,1639799,0,0,246411,4447194
GERMANY,$10m and less than $50m,NSW,Large,17,0.005496805,,0,0,4,1,6,1,1,4,17,,0,0,12576258,62154,8052584,277608,697488,1210056,22876147
GERMANY,$1m and less than $10m,NSW,Large,80,0.02627806,,1,1,17,3,28,7,5,19,81,,1582630,86700706,60122135,297134,38496230,1327132,3334416,5784799,197645183
GERMANY,"$875,000 and less than $1m",NSW,Large,9,0.002918304,,0,0,2,0,3,1,1,2,9,,0,0,6676850,0,4275190,147384,370303,642430,12112156
GERMANY,"$750,000 and less than $875,000",NSW,Medium,9,0.002918304,,0,0,2,0,3,1,0,2,8,,0,0,24119,0,43827,6017,0,23960,97923
GERMANY,"$500,000 and less than $750,000",NSW,Medium,31,0.010227389,,1,0,7,1,12,3,1,6,31,,11416,0,84527,6280,153595,21087,36873,83969,397747
GERMANY,"$250,000 and less than $500,000",NSW,Medium,66,0.02186729,,1,0,15,2,25,7,3,14,67,,24410,0,180728,13428,328404,45085,78838,179535,850428
GERMANY,"$100,000 and less than $250,000",NSW,Medium,114,0.03760481,,2,0,25,4,43,12,4,23,113,,41977,0,310794,23092,564751,77532,135577,308744,1462467
GERMANY,"$55,000 and less than $100,000",NSW,Medium,193,0.063336521,,3,1,43,7,73,21,7,39,194,,70700,20605,523460,38893,951191,130585,228347,520007,2483789
GERMANY,"$10,000 and less than $55,000",NSW,Small,193,0.063336521,,3,1,33,6,67,27,7,51,195,,4359,1567,34080,5408,87766,18261,15387,61447,228274
GERMANY,"Less than $10,000",NSW,Small,333,0.109516346,,6,1,57,11,115,47,11,88,336,,7538,2709,58928,9352,151757,31575,26605,106248,394712
GERMANY,$100m or more,VIC,Large,5,0.001581573,,0,0,1,0,2,0,0,1,4,,0,0,6129279,0,4905302,0,0,464593,11499174
GERMANY,$50m and less than $100m,VIC,Large,3,0.000987748,,0,0,1,0,1,0,0,1,3,,0,0,3827951,0,3063534,0,0,290155,7181640
GERMANY,$10m and less than $50m,VIC,Large,15,0.004850549,,0,0,4,1,5,1,1,3,15,,0,0,18797975,76308,15044142,749111,921775,1424867,37014178
GERMANY,$1m and less than $10m,VIC,Large,70,0.023188563,,1,1,18,2,25,6,3,15,71,,8106884,9655740,89865713,364801,71920116,3581203,4406641,6811728,194712826
GERMANY,"$875,000 and less than $1m",VIC,Large,8,0.0025752,,0,0,2,0,3,1,0,2,8,,0,0,9980016,0,7987072,397710,0,756475,19121272
GERMANY,"$750,000 and less than $875,000",VIC,Medium,8,0.0025752,,0,0,2,0,3,1,0,1,7,,0,0,36051,0,81880,16236,0,28213,162380
GERMANY,"$500,000 and less than $750,000",VIC,Medium,27,0.00902496,,1,0,7,1,11,3,1,5,29,,58480,0,126344,7711,286953,56901,48730,98875,683993
GERMANY,"$250,000 and less than $500,000",VIC,Medium,59,0.019296365,,1,0,15,2,23,6,2,11,60,,125036,0,270137,16486,613537,121660,104190,211407,1462453
GERMANY,"$100,000 and less than $250,000",VIC,Medium,101,0.033183633,,2,0,26,3,40,10,3,18,102,,215022,0,464550,28351,1055089,209217,179173,363552,2514955
GERMANY,"$55,000 and less than $100,000",VIC,Medium,170,0.055890081,,3,0,44,5,67,17,5,30,171,,362155,0,782426,47750,1777052,352378,301775,612319,4235855
GERMANY,"$10,000 and less than $55,000",VIC,Small,170,0.055890081,,4,0,34,5,61,22,5,40,171,,22330,0,50939,6640,163967,49277,20334,72355,385842
GERMANY,"Less than $10,000",VIC,Small,294,0.09664057,,6,1,59,8,105,38,8,69,294,,38612,302,88080,11481,283518,85205,35161,125110,667469
GERMANY,$100m or more,QLD,Large,3,0.000886438,,0,0,1,0,1,0,0,1,3,,0,0,1660976,0,1096583,0,0,132531,2890089
GERMANY,$50m and less than $100m,QLD,Large,2,0.000553612,,0,0,1,0,1,0,0,1,3,,0,0,1037338,0,684855,0,0,82770,1804963
GERMANY,$10m and less than $50m,QLD,Large,8,0.002718628,,0,0,2,1,2,1,0,2,8,,0,0,5094072,36107,3363125,97435,0,406461,8997200
GERMANY,$1m and less than $10m,QLD,Large,40,0.01299669,,1,2,10,2,11,4,2,10,42,,1742083,155114010,24352749,172616,16077775,465799,287094,1943129,200155255
GERMANY,"$875,000 and less than $1m",QLD,Large,4,0.001443344,,0,0,1,0,1,1,0,1,4,,0,0,2704489,0,1785514,51729,0,215794,4757525
GERMANY,"$750,000 and less than $875,000",QLD,Medium,4,0.001443344,,0,0,1,0,1,1,0,1,4,,0,0,9770,0,18304,2112,0,8048,38234
GERMANY,"$500,000 and less than $750,000",QLD,Medium,15,0.005058296,,0,0,4,1,5,2,1,3,16,,0,0,34238,3648,64148,7401,3175,28205,140816
GERMANY,"$250,000 and less than $500,000",QLD,Medium,33,0.010815197,,1,0,8,2,10,4,1,7,33,,26869,0,73205,7801,137156,15824,6788,60306,327949
GERMANY,"$100,000 and less than $250,000",QLD,Medium,57,0.018598712,,1,1,15,3,17,7,2,12,58,,46206,21887,125889,13415,235866,27212,11673,103708,585856
GERMANY,"$55,000 and less than $100,000",QLD,Medium,95,0.031325187,,2,1,24,6,28,11,3,20,95,,77823,36864,212030,22594,397261,45833,19661,174672,986737
GERMANY,"$10,000 and less than $55,000",QLD,Small,95,0.031325187,,2,1,19,5,26,15,3,26,97,,4799,2803,13804,3142,36655,6409,1325,20640,89577
GERMANY,"Less than $10,000",QLD,Small,165,0.05416496,,4,2,32,9,44,25,5,45,166,,8297,4847,23869,5433,63381,11082,2291,35689,154888
GERMANY,$100m or more,SA,Large,1,0.000297844,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
GERMANY,$50m and less than $100m,SA,Large,1,0.000186014,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
GERMANY,$10m and less than $50m,SA,Large,3,0.000913462,,0,0,1,0,1,0,0,1,3,,0,0,18589793,0,14124422,0,0,825631,33539845
GERMANY,$1m and less than $10m,SA,Large,13,0.004366903,,1,1,5,0,4,1,1,3,16,,5049726,27823930,88870476,0,67523295,1013501,1753326,3947017,195981272
GERMANY,"$875,000 and less than $1m",SA,Large,1,0.000484965,,0,0,1,0,1,0,0,0,2,,0,0,9869490,0,7498784,0,0,0,17368274
GERMANY,"$750,000 and less than $875,000",SA,Medium,1,0.000484965,,0,0,1,0,1,0,0,0,2,,0,0,35652,0,76874,0,0,0,112526
GERMANY,"$500,000 and less than $750,000",SA,Medium,5,0.001699593,,0,0,2,0,2,0,0,1,5,,0,0,124945,0,269410,0,0,57293,451647
GERMANY,"$250,000 and less than $500,000",SA,Medium,11,0.003633918,,1,0,4,0,4,1,0,2,12,,77884,0,267145,0,576029,34431,0,122498,1077987
GERMANY,"$100,000 and less than $250,000",SA,Medium,19,0.006249188,,1,0,7,1,6,1,1,3,20,,133936,0,459405,26032,990587,59210,71290,210658,1951118
GERMANY,"$55,000 and less than $100,000",SA,Medium,32,0.010525298,,2,0,11,1,10,2,1,5,32,,225584,0,773761,43845,1668412,99725,120071,354805,3286203
GERMANY,"$10,000 and less than $55,000",SA,Small,32,0.010525298,,2,0,9,1,9,3,1,7,32,,13909,0,50375,6097,153943,13946,8091,41925,288286
GERMANY,"Less than $10,000",SA,Small,55,0.018199487,,4,1,15,2,16,5,1,12,56,,24051,869,87105,10542,266185,24113,13990,72494,499350
GERMANY,$100m or more,WA,Large,2,0.000499103,,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,39546,39546
GERMANY,$50m and less than $100m,WA,Large,1,0.000311708,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
GERMANY,$10m and less than $50m,WA,Large,5,0.001530708,,0,1,1,0,1,0,0,1,4,,0,30048307,8974621,0,2556513,0,0,121284,41700726
GERMANY,$1m and less than $10m,WA,Large,22,0.00731771,,1,3,5,1,5,2,1,6,24,,699466,143649119,42904129,97398,12221681,128530,154529,579813,200434664
GERMANY,"$875,000 and less than $1m",WA,Large,2,0.000812667,,0,0,1,0,1,0,0,1,3,,0,0,4764708,0,1357276,0,0,64391,6186375
GERMANY,"$750,000 and less than $875,000",WA,Medium,2,0.000812667,,0,0,1,0,1,0,0,1,3,,0,0,17212,0,13914,0,0,2402,33527
GERMANY,"$500,000 and less than $750,000",WA,Medium,9,0.002848044,,0,0,2,1,2,1,0,2,8,,0,0,60320,2059,48763,2042,0,8416,121600
GERMANY,"$250,000 and less than $500,000",WA,Medium,19,0.006089433,,1,1,5,1,5,2,1,4,20,,10788,11787,128970,4402,104261,4366,3654,17995,286222
GERMANY,"$100,000 and less than $250,000",WA,Medium,32,0.010471895,,1,1,8,2,8,3,1,7,31,,18552,20270,221788,7569,179296,7509,6283,30946,492212
GERMANY,"$55,000 and less than $100,000",WA,Medium,54,0.017637462,,2,2,13,3,14,5,2,12,53,,31247,34139,373550,12749,301982,12647,10582,52121,829016
GERMANY,"$10,000 and less than $55,000",WA,Small,54,0.017637462,,2,2,10,3,13,7,2,16,55,,1927,2596,24320,1773,27864,1769,713,6159,67119
GERMANY,"Less than $10,000",WA,Small,93,0.03049726,,4,3,17,5,22,12,3,28,94,,3331,4488,42052,3065,48179,3058,1233,10649,116057
GERMANY,$100m or more,TAS,Large,0,5.05327E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
GERMANY,$50m and less than $100m,TAS,Large,0,3.15594E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
GERMANY,$10m and less than $50m,TAS,Large,0,0.000154979,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
GERMANY,$1m and less than $10m,TAS,Large,2,0.000740895,,0,0,1,0,0,0,0,1,2,,0,0,99867612,0,0,0,0,0,99867612
GERMANY,"$875,000 and less than $1m",TAS,Large,0,8.228E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
GERMANY,"$750,000 and less than $875,000",TAS,Medium,0,8.228E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
GERMANY,"$500,000 and less than $750,000",TAS,Medium,1,0.000288356,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
GERMANY,"$250,000 and less than $500,000",TAS,Medium,2,0.000616536,,0,0,1,0,0,0,0,0,1,,0,0,300203,0,0,0,0,0,300203
GERMANY,"$100,000 and less than $250,000",TAS,Medium,3,0.001060247,,1,0,1,0,1,0,0,1,4,,380406,0,516254,0,213300,0,0,0,1109960
GERMANY,"$55,000 and less than $100,000",TAS,Medium,5,0.001785738,,1,0,2,0,1,0,0,1,5,,640705,0,869509,0,359255,0,0,0,1869468
GERMANY,"$10,000 and less than $55,000",TAS,Small,5,0.001785738,,1,0,2,0,1,1,0,1,6,,39506,0,56609,0,33148,12172,0,0,141435
GERMANY,"Less than $10,000",TAS,Small,9,0.003087753,,2,0,3,0,1,1,0,2,9,,68310,0,97883,0,57317,21047,0,0,244558
GERMANY,$100m or more,NT,Large,0,6.80503E-06,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
GERMANY,$50m and less than $100m,NT,Large,0,4.24998E-06,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
GERMANY,$10m and less than $50m,NT,Large,0,2.08705E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
GERMANY,$1m and less than $10m,NT,Large,0,9.97734E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
GERMANY,"$875,000 and less than $1m",NT,Large,0,1.10803E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
GERMANY,"$750,000 and less than $875,000",NT,Medium,0,1.10803E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
GERMANY,"$500,000 and less than $750,000",NT,Medium,0,3.88317E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
GERMANY,"$250,000 and less than $500,000",NT,Medium,0,8.30265E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
GERMANY,"$100,000 and less than $250,000",NT,Medium,0,0.000142779,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
GERMANY,"$55,000 and less than $100,000",NT,Medium,1,0.000240478,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
GERMANY,"$10,000 and less than $55,000",NT,Small,1,0.000240478,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
GERMANY,"Less than $10,000",NT,Small,1,0.000415815,,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,16019,16019
GERMANY,$100m or more,ACT,Large,0,5.92857E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
GERMANY,$50m and less than $100m,ACT,Large,0,3.7026E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
GERMANY,$10m and less than $50m,ACT,Large,1,0.000181824,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
GERMANY,$1m and less than $10m,ACT,Large,3,0.00086923,,0,0,0,0,1,0,0,1,2,,0,0,0,0,79236917,0,0,12970470,92207387
GERMANY,"$875,000 and less than $1m",ACT,Large,0,9.65321E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
GERMANY,"$750,000 and less than $875,000",ACT,Medium,0,9.65321E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
